513,Dr Elsie Hall,NA,Not found,female,MusicClassical MusicPianist
514,Hetty King,http://en.wikipedia.org/wiki/Hetty_King,BBC,female,"Stage, Screen and RadioMusicComedy PerformerVariety Act"
515,Jill Bennett,http://en.wikipedia.org/wiki/Jill_Bennett_(British_actress),BBC,female,"Stage, Screen and RadioActor"
516,Lady Diana Cooper,http://en.wikipedia.org/wiki/Lady_Diana_Cooper,BBC,female,"Stage, Screen and RadioWritingActor"
517,Mary Wilson,"http://en.wikipedia.org/wiki/Mary_Wilson,_Baroness_Wilson_of_Rievaulx",BBC,female,WritingPoetry
518,Zena Skinner,NA,Not found,female,Food and DrinkChef
519,Hylda Baker,http://en.wikipedia.org/wiki/Hylda_Baker,BBC,female,"Stage, Screen and RadioActor"
520,Maggie Fitzgibbon,http://en.wikipedia.org/wiki/Maggie_Fitzgibbon,BBC,female,"Stage, Screen and RadioActor"
521,Heather Harper,http://en.wikipedia.org/wiki/Heather_Harper,BBC,female,MusicClassical MusicOpera
522,Rosea Kemp,NA,Not found,female,"Stage, Screen and RadioBroadcasting"
523,Barbara Murray,http://en.wikipedia.org/wiki/Barbara_Murray,BBC,female,"Stage, Screen and RadioActor"
524,Dame Anne Godwin,http://en.wikipedia.org/wiki/Anne_Godwin,BBC,female,Politics and Public ServiceCampaignerTrade Unions
525,Dame Ngaio Marsh,http://en.wikipedia.org/wiki/Ngaio_Marsh,BBC,female,WritingNovelistCrime Writing
526,Edwige Feuillere,http://en.wikipedia.org/wiki/Edwige_Feuill%C3%A8re,BBC,female,"Stage, Screen and RadioActor"
527,Eleanor Bron,http://en.wikipedia.org/wiki/Eleanor_Bron,BBC,female,"Stage, Screen and RadioActor"
528,Dame Maggie Teyte,http://en.wikipedia.org/wiki/Maggie_Teyte,BBC,female,MusicClassical MusicOpera
529,Rosalinde Fuller,NA,Not found,female,"Stage, Screen and RadioActor"
530,Marilyn Horne,http://en.wikipedia.org/wiki/Marilyn_Horne,BBC,female,MusicClassical Music
531,Susan Hampshire,http://en.wikipedia.org/wiki/Susan_Hampshire,BBC,female,"Stage, Screen and RadioActor"
532,Ann Mallalieu,http://en.wikipedia.org/wiki/Ann_Mallalieu,BBC,female,Academia and Education
533,Dame Gladys Cooper,http://en.wikipedia.org/wiki/Gladys_Cooper,BBC,female,"Stage, Screen and RadioActor"
534,Irene Worth,http://en.wikipedia.org/wiki/Irene_Worth,BBC,female,"Stage, Screen and RadioActor"
535,Doris Arnold,NA,Not found,female,"Stage, Screen and RadioBroadcastingProducer"
536,Miriam Karlin,http://en.wikipedia.org/wiki/Miriam_Karlin,BBC,female,"Stage, Screen and RadioActor"
537,Heather Jenner,NA,Not found,female,Business
538,Xenia Field,NA,Not found,female,Nature and ConservationWritingGardeningEditor
539,Fenella Fielding,http://en.wikipedia.org/wiki/Fenella_Fielding,BBC,female,"Stage, Screen and RadioActor"
540,Renee Houston,http://en.wikipedia.org/wiki/Ren%C3%A9e_Houston,BBC,female,"Stage, Screen and RadioActor"
541,Sheila Scott,http://en.wikipedia.org/wiki/Sheila_Scott,BBC,female,Travel and ExplorationPrizewinner or Record Breaker
542,Anne Sharpley,NA,Not found,female,WritingJournalism
543,Gwendoline Kirby,NA,Not found,female,"Medicine, Science and EngineeringMedicine"
544,Sarah Churchill,http://en.wikipedia.org/wiki/Sarah_Churchill_(daughter_of_Winston_Churchill),BBC,female,"Stage, Screen and RadioActor"
545,June Ritchie,http://en.wikipedia.org/wiki/June_Ritchie,BBC,female,"Stage, Screen and RadioActor"
546,Jennifer Vyvyan,http://en.wikipedia.org/wiki/Jennifer_Vyvyan,BBC,female,MusicClassical MusicOpera
547,Lilli Palmer,http://en.wikipedia.org/wiki/Lilli_Palmer,BBC,female,"Stage, Screen and RadioActor"
548,Emily MacManus,NA,Not found,female,"Medicine, Science and EngineeringMedicine"
549,Sara Leighton,http://en.wikipedia.org/wiki/Sara_Leighton,BBC,female,"Art, Fashion and DesignArt"
550,Marie Collier,http://en.wikipedia.org/wiki/Marie_Collier,BBC,female,MusicClassical MusicOpera
551,Patience Strong,http://en.wikipedia.org/wiki/Patience_Strong,BBC,female,WritingPoetry
552,Professor W E Swinton,NA,Not found,female,"Academia and EducationMedicine, Science and EngineeringNature and ConservationScienceNaturalist"
553,Hildegarde,http://en.wikipedia.org/wiki/Hildegarde,BBC,female,"MusicStage, Screen and RadioCabaret"
554,Constance Shacklock,http://en.wikipedia.org/wiki/Constance_Shacklock,BBC,female,MusicClassical MusicOpera
555,Nadia Nerina,http://en.wikipedia.org/wiki/Nadia_Nerina,BBC,female,"Stage, Screen and RadioDance"
556,Rita Tushingham,http://en.wikipedia.org/wiki/Rita_Tushingham,BBC,female,"Stage, Screen and RadioActor"
557,Annie Ross,http://en.wikipedia.org/wiki/Annie_Ross,BBC,female,"MusicStage, Screen and RadioJazzActor"
558,Mary Stocks,http://en.wikipedia.org/wiki/Mary_Stocks,BBC,female,"Politics and Public ServiceAcademia and EducationStage, Screen and RadioPublic ServantBroadcasting"
559,Ginette Spanier,NA,Not found,female,"Art, Fashion and DesignFashion"
560,Hayley Mills,http://en.wikipedia.org/wiki/Hayley_Mills,BBC,female,"Stage, Screen and RadioActor"
561,Dame Margot Fonteyn,http://en.wikipedia.org/wiki/Margot_Fonteyn,BBC,female,"Stage, Screen and RadioDance"
562,Gale Pedrick,NA,Not found,female,WritingJournalismPlaywright or Screenwriter
563,Dawn Addams,http://en.wikipedia.org/wiki/Dawn_Addams,BBC,female,"Stage, Screen and RadioActor"
564,Marlene Dietrich,http://en.wikipedia.org/wiki/Marlene_Dietrich,BBC,female,"Stage, Screen and RadioActorCabaret"
565,Lavinia Young,NA,Not found,female,"Medicine, Science and EngineeringMedicine"
566,Tallulah Bankhead,http://en.wikipedia.org/wiki/Tallulah_Bankhead,BBC,female,"Stage, Screen and RadioActor"
567,Honor Blackman,http://en.wikipedia.org/wiki/Honor_Blackman,BBC,female,"Stage, Screen and RadioActor"
568,Vanessa Redgrave,http://en.wikipedia.org/wiki/Vanessa_Redgrave,BBC,female,"Stage, Screen and RadioActor"
569,Dame Edith Evans,http://en.wikipedia.org/wiki/Edith_Evans,BBC,female,"Stage, Screen and RadioActor"
570,Regina Resnik,http://en.wikipedia.org/wiki/Regina_Resnik,BBC,female,MusicClassical MusicOpera
571,Ethel Revnell,NA,Not found,female,"Stage, Screen and RadioComedy Performer"
572,Millicent Martin,http://en.wikipedia.org/wiki/Millicent_Martin,BBC,female,"Stage, Screen and RadioMusicActor"
573,Joan Bennett,http://en.wikipedia.org/wiki/Joan_Bennett,BBC,female,"Stage, Screen and RadioActor"
574,Pat Moss,http://en.wikipedia.org/wiki/Pat_Moss,BBC,female,SportEquestrianMotor Sport
575,Sophie Tucker,http://en.wikipedia.org/wiki/Sophie_Tucker,BBC,female,"MusicStage, Screen and RadioActor"
576,Vivienne,http://en.wikipedia.org/wiki/Vivienne,Found with script,female,"Art, Fashion and DesignPhotography"
577,Juliette Greco,http://en.wikipedia.org/wiki/Juliette_Greco,BBC,female,"Stage, Screen and RadioMusicCabaretActor"
578,Eva Bartok,http://en.wikipedia.org/wiki/Eva_Bartok,BBC,female,"Stage, Screen and RadioActor"
579,Birgit Nilsson,http://en.wikipedia.org/wiki/Birgit_Nilsson,BBC,female,MusicClassical MusicOpera
580,Marjorie Proops,http://en.wikipedia.org/wiki/Marjorie_Proops,BBC,female,WritingJournalism
581,Dorothy Squires,http://en.wikipedia.org/wiki/Dorothy_Squires,BBC,female,Music
582,Anna Russell,http://en.wikipedia.org/wiki/Anna_Russell,BBC,female,"MusicStage, Screen and RadioComedy Performer"
583,Pamela Hansford-Johnson,http://en.wikipedia.org/wiki/Pamela_Hansford_Johnson,BBC,female,"WritingStage, Screen and RadioNovelistBroadcasting"
584,Edith Day,http://en.wikipedia.org/wiki/Edith_Day,BBC,female,"MusicStage, Screen and RadioComedy Performer"
585,Franklin Engelmann,http://en.wikipedia.org/wiki/Franklin_Engelmann,BBC,female,"Stage, Screen and RadioBroadcasting"
586,Christina Foyle,http://en.wikipedia.org/wiki/Christina_Foyle,BBC,female,BusinessWriting
587,Irene Handl,http://en.wikipedia.org/wiki/Irene_Handl,BBC,female,"Stage, Screen and RadioActor"
588,Kay Cavendish,NA,Not found,female,MusicPianist
589,Gracie Fields,http://en.wikipedia.org/wiki/Gracie_Fields,BBC,female,"Stage, Screen and RadioMusicActorComedy Performer"
590,Hattie Jacques,http://en.wikipedia.org/wiki/Hattie_Jacques,BBC,female,"Stage, Screen and RadioComedy PerformerActor"
591,Coral Browne,http://en.wikipedia.org/wiki/Coral_Browne,BBC,female,"Stage, Screen and RadioActor"
592,Yvonne Mitchell,http://en.wikipedia.org/wiki/Yvonne_Mitchell,BBC,female,"Stage, Screen and RadioActor"
593,Anna Massey,http://en.wikipedia.org/wiki/Anna_Massey,BBC,female,"Stage, Screen and RadioActor"
594,Ann Haydon,http://en.wikipedia.org/wiki/Ann_Haydon,BBC,female,SportTennis
595,Barbara Jefford,http://en.wikipedia.org/wiki/Barbara_Jefford,BBC,female,"Stage, Screen and RadioActor"
596,June Bronhill,http://en.wikipedia.org/wiki/June_Bronhill,BBC,female,MusicClassical Music
597,Mary Ure,http://en.wikipedia.org/wiki/Mary_Ure,BBC,female,"Stage, Screen and RadioActor"
598,Beverley Sisters,http://en.wikipedia.org/wiki/Beverley_Sisters,BBC,female,MusicPop and Rock
599,Oda Slobodskaya,http://en.wikipedia.org/wiki/Oda_Slobodskaya,Found with script,female,MusicClassical Music
600,Ursula Bloom,http://en.wikipedia.org/wiki/Ursula_Bloom,BBC,female,WritingNovelistJournalism
601,Diane Cilento,http://en.wikipedia.org/wiki/Diane_Cilento,BBC,female,"Stage, Screen and RadioActor"
602,Gladys Young,NA,Not found,female,"Stage, Screen and RadioActorBroadcasting"
603,Pat Suzuki,http://en.wikipedia.org/wiki/Pat_Suzuki,BBC,female,"Stage, Screen and RadioMusicActorMusicals"
604,Marie Rambert,http://en.wikipedia.org/wiki/Marie_Rambert,BBC,female,"Stage, Screen and RadioDance"
605,Shirley Bassey,http://en.wikipedia.org/wiki/Shirley_Bassey,BBC,female,MusicPop and Rock
606,Anne Heywood,http://en.wikipedia.org/wiki/Anne_Heywood,BBC,female,"Stage, Screen and RadioActor"
607,Antonia Ridge,NA,Not found,female,"WritingStage, Screen and RadioBroadcasting"
608,Joan Heal,NA,Not found,female,"Stage, Screen and RadioActorComedy Performer"
609,Joan Sutherland,http://en.wikipedia.org/wiki/Joan_Sutherland,BBC,female,MusicOperaClassical Music
610,Peggy Cochrane,NA,Not found,female,MusicPianistComposer or LyricistString Player
611,Bessie Love,http://en.wikipedia.org/wiki/Bessie_Love,BBC,female,"Stage, Screen and RadioActor"
612,Hermione Baddeley,http://en.wikipedia.org/wiki/Hermione_Baddeley,BBC,female,"Stage, Screen and RadioActor"
613,Lotte Lehmann,http://en.wikipedia.org/wiki/Lotte_Lehmann,BBC,female,MusicClassical Music
614,Dame Rebecca West,http://en.wikipedia.org/wiki/Rebecca_West,BBC,female,WritingJournalismNovelist
615,Marjorie Westbury,http://en.wikipedia.org/wiki/Marjorie_Westbury,BBC,female,"Stage, Screen and RadioMusicActor"
616,Sylvia Sims,http://en.wikipedia.org/wiki/Sylvia_Sims,BBC,female,"Stage, Screen and RadioActor"
617,Judy Grinham,http://en.wikipedia.org/wiki/Judy_Grinham,BBC,female,SportPrizewinner or Record BreakerWater Sports
618,June Thorburn,http://en.wikipedia.org/wiki/June_Thorburn,BBC,female,"Stage, Screen and RadioActor"
619,June Paul,NA,Not found,female,Sport
620,Elena Gerhardt,http://en.wikipedia.org/wiki/Elena_Gerhardt,BBC,female,MusicClassical Music
621,Elizabeth Seal,http://en.wikipedia.org/wiki/Elizabeth_Seal,BBC,female,"Stage, Screen and RadioMusicActorMusicals"
622,Elisabeth Schwarzkopf,http://en.wikipedia.org/wiki/Elisabeth_Schwarzkopf,BBC,female,MusicClassical Music
623,Sarah Vaughan,http://en.wikipedia.org/wiki/Sarah_Vaughan,BBC,female,MusicClassical Music
624,Naomi Jacob,http://en.wikipedia.org/wiki/Naomi_Jacob,BBC,female,"WritingStage, Screen and RadioNovelistActor"
625,Agnes Nicholls,http://en.wikipedia.org/wiki/Agnes_Nicholls,BBC,female,MusicClassical MusicOpera
626,Ruby Miller,http://en.wikipedia.org/wiki/Ruby_Miller,Found with script,female,"Stage, Screen and RadioActor"
627,Flora Robson,http://en.wikipedia.org/wiki/Flora_Robson,BBC,female,"Stage, Screen and RadioActor"
628,Margaret Rawlings,http://en.wikipedia.org/wiki/Margaret_Rawlings,BBC,female,"Stage, Screen and RadioActor"
629,Wendy Toye,http://en.wikipedia.org/wiki/Wendy_Toye,BBC,female,"Stage, Screen and RadioDanceActorDirector"
630,Moira Shearer,http://en.wikipedia.org/wiki/Moira_Shearer,BBC,female,"Stage, Screen and RadioDanceActor"
631,Joan Cross,http://en.wikipedia.org/wiki/Joan_Cross,BBC,female,MusicClassical MusicOpera
632,Belinda Lee,http://en.wikipedia.org/wiki/Belinda_Lee,BBC,female,"Stage, Screen and RadioActor"
633,C A Lejeune,http://en.wikipedia.org/wiki/C._A._Lejeune,BBC,female,"WritingStage, Screen and RadioCritic"
634,Alma Cogan,http://en.wikipedia.org/wiki/Alma_Cogan,BBC,female,MusicPop and Rock
635,Audrey Russell,NA,Not found,female,"Stage, Screen and RadioSportBroadcastingSports Commentator"
636,Blanche Thebom,http://en.wikipedia.org/wiki/Blanche_Thebom,BBC,female,MusicClassical MusicOpera
637,Tamara Karsavina,http://en.wikipedia.org/wiki/Tamara_Karsavina,BBC,female,"Stage, Screen and RadioDance"
638,Gwen Catley,http://en.wikipedia.org/wiki/Gwen_Catley,Found with script,female,MusicClassical Music
639,Cicely Courtneidge,http://en.wikipedia.org/wiki/Cicely_Courtneidge,BBC,female,"Stage, Screen and RadioActor"
640,Elizabeth Bowen,http://en.wikipedia.org/wiki/Elizabeth_Bowen,BBC,female,WritingNovelist
641,Peggy Ashcroft,http://en.wikipedia.org/wiki/Peggy_Ashcroft,BBC,female,"Stage, Screen and RadioActor"
642,Zena Dare,http://en.wikipedia.org/wiki/Zena_Dare,BBC,female,"Stage, Screen and RadioActor"
643,Janette Scott,http://en.wikipedia.org/wiki/Janette_Scott,BBC,female,"Stage, Screen and RadioActor"
644,Isobel Barnett,http://en.wikipedia.org/wiki/Isobel_Barnett,BBC,female,"Stage, Screen and RadioBroadcasting"
645,Ada Cherry Kearton,NA,Not found,female,MusicClassical MusicOpera
646,Valentine Britten,NA,Not found,female,"Stage, Screen and RadioBroadcasting"
647,Shirley Abicair,http://en.wikipedia.org/wiki/Shirley_Abicair,BBC,female,MusicClassical Music
648,Leslie Caron,http://en.wikipedia.org/wiki/Leslie_Caron,BBC,female,"Stage, Screen and RadioActorDance"
649,Eartha Kitt,http://en.wikipedia.org/wiki/Eartha_Kitt,BBC,female,"Stage, Screen and RadioMusicActorPop and Rock"
650,Dora Labbette,http://en.wikipedia.org/wiki/Dora_Labbette,BBC,female,MusicOperaClassical Music
651,Marie Burke,NA,Not found,female,"MusicStage, Screen and RadioActor"
652,Bebe Daniels,http://en.wikipedia.org/wiki/Bebe_Daniels,BBC,female,"Stage, Screen and RadioActor"
653,Vanessa Lee,NA,Not found,female,"Stage, Screen and RadioActor"
654,Nancy Spain,http://en.wikipedia.org/wiki/Nancy_Spain,BBC,female,WritingJournalism
655,Frances Day,http://en.wikipedia.org/wiki/Frances_Day,BBC,female,"Stage, Screen and RadioActor"
656,Sidonie Goossens,http://en.wikipedia.org/wiki/Sidonie_Goossens,BBC,female,MusicClassical MusicString Player
657,Eileen Joyce,http://en.wikipedia.org/wiki/Eileen_Joyce,BBC,female,MusicClassical MusicPianist
658,Ursula Jeans,http://en.wikipedia.org/wiki/Ursula_Jeans,BBC,female,"Stage, Screen and RadioActor"
659,Barbara Kelly,http://en.wikipedia.org/wiki/Barbara_Kelly,BBC,female,"Stage, Screen and RadioActorBroadcasting"
660,Pat Kirkwood,http://en.wikipedia.org/wiki/Pat_Kirkwood,BBC,female,"Stage, Screen and RadioActor"
661,Pat Smythe,http://en.wikipedia.org/wiki/Pat_Smythe,BBC,female,SportEquestrian
662,Harriet Cohen,http://en.wikipedia.org/wiki/Harriet_Cohen,BBC,female,MusicClassical MusicPianist
663,Dorothy Tutin,http://en.wikipedia.org/wiki/Dorothy_Tutin,BBC,female,"Stage, Screen and RadioActor"
664,Dorothy Ward,NA,Not found,female,"Stage, Screen and RadioActor"
665,Margaret Leighton,http://en.wikipedia.org/wiki/Margaret_Leighton,BBC,female,"Stage, Screen and RadioActor"
666,Valerie Hobson,http://en.wikipedia.org/wiki/Valerie_Hobson,BBC,female,"Stage, Screen and RadioActor"
667,Jessie Matthews,http://en.wikipedia.org/wiki/Jessie_Matthews,BBC,female,"Stage, Screen and RadioMusicComedy Performer"
668,Vivian De Gurr St George,NA,Not found,female,Business
669,Peggy Cummins,http://en.wikipedia.org/wiki/Peggy_Cummins,BBC,female,"Stage, Screen and RadioActor"
670,Nora Swinburne,http://en.wikipedia.org/wiki/Nora_Swinburne,BBC,female,"Stage, Screen and RadioActor"
671,Geraldine McEwan,http://en.wikipedia.org/wiki/Geraldine_McEwan,BBC,female,"Stage, Screen and RadioActor"
672,Lizbeth Webb,http://en.wikipedia.org/wiki/Lizbeth_Webb,BBC,female,"Stage, Screen and RadioMusicActorMusicals"
673,Pamela Kellino,http://en.wikipedia.org/wiki/Pamela_Kellino,BBC,female,"Stage, Screen and RadioWritingActor"
674,Isabel Jeans,http://en.wikipedia.org/wiki/Isabel_Jeans,BBC,female,"Stage, Screen and RadioActor"
675,Yolande Donlan,http://en.wikipedia.org/wiki/Yolande_Donlan,BBC,female,"Stage, Screen and RadioActor"
676,Moira Lister,http://en.wikipedia.org/wiki/Moira_Lister,BBC,female,"Stage, Screen and RadioActor"
677,Pamela Brown,http://en.wikipedia.org/wiki/Pamela_Brown_(actress),BBC,female,"Stage, Screen and RadioActor"
678,Sheila Sim,http://en.wikipedia.org/wiki/Sheila_Sim,BBC,female,"Stage, Screen and RadioActor"
679,Jean Carson,http://en.wikipedia.org/wiki/Jean_Carson,BBC,female,"Stage, Screen and RadioComedy PerformerActor"
680,Margaret Rutherford,http://en.wikipedia.org/wiki/Margaret_Rutherford,BBC,female,"Stage, Screen and RadioActor"
681,Joy Nichols,http://en.wikipedia.org/wiki/Joy_Nichols,BBC,female,"Stage, Screen and RadioBroadcasting"
682,Ada Reeve,http://en.wikipedia.org/wiki/Ada_Reeve,BBC,female,"MusicStage, Screen and RadioActor"
683,Tessie O'Shea,http://en.wikipedia.org/wiki/Tessie_O%27Shea,BBC,female,"Stage, Screen and RadioActor"
684,Florence Desmond,http://en.wikipedia.org/wiki/Florence_Desmond,BBC,female,"Stage, Screen and RadioActor"
685,Joy Worth,NA,Not found,female,"Stage, Screen and RadioBroadcasting"
686,Binnie Hale,http://en.wikipedia.org/wiki/Binnie_Hale,BBC,female,"Stage, Screen and RadioMusicComedy PerformerActor"
687,Winifred Atwell,http://en.wikipedia.org/wiki/Winifred_Atwell,BBC,female,MusicPianist
688,Vivien Leigh,http://en.wikipedia.org/wiki/Vivien_Leigh,BBC,female,"Stage, Screen and RadioActor"
689,Anne Shelton,http://en.wikipedia.org/wiki/Anne_Shelton_(singer),BBC,female,Music
690,Joan Greenwood,http://en.wikipedia.org/wiki/Joan_Greenwood,BBC,female,"Stage, Screen and RadioActor"
691,Ellaline Terriss,http://en.wikipedia.org/wiki/Ellaline_Terriss,BBC,female,"Stage, Screen and RadioActor"
692,Googie Withers,http://en.wikipedia.org/wiki/Googie_Withers,BBC,female,"Stage, Screen and RadioActor"
693,Dorothy Dickson,http://en.wikipedia.org/wiki/Dorothy_Dickson,BBC,female,"Stage, Screen and RadioMusicTheatreMusicals"
694,Kirsten Flagstad,http://en.wikipedia.org/wiki/Kirsten_Flagstad,BBC,female,MusicClassical Music
695,Delia Murphy,http://en.wikipedia.org/wiki/Delia_Murphy,BBC,female,MusicFolk Music
696,Anna Neagle,http://en.wikipedia.org/wiki/Anna_Neagle,BBC,female,"Stage, Screen and RadioActor"
697,Jeanne De Casalis,http://en.wikipedia.org/wiki/Jeanne_De_Casalis,BBC,female,"Stage, Screen and RadioComedy Performer"
698,Sybil Thorndike,http://en.wikipedia.org/wiki/Sybil_Thorndike,BBC,female,"Stage, Screen and RadioActor"
699,Elisabeth Schumann,http://en.wikipedia.org/wiki/Elisabeth_Schumann,BBC,female,MusicClassical Music
700,Kathleen Harrison,http://en.wikipedia.org/wiki/Kathleen_Harrison,BBC,female,"Stage, Screen and RadioActor"
701,Diana Wynyard,http://en.wikipedia.org/wiki/Diana_Wynyard,BBC,female,"Stage, Screen and RadioActor"
702,Mai Zetterling,http://en.wikipedia.org/wiki/Mai_Zetterling,BBC,female,"Stage, Screen and RadioActor"
703,Sally Ann Howes,http://en.wikipedia.org/wiki/Sally_Ann_Howes,BBC,female,"Stage, Screen and RadioActor"
704,Anne Crawford,http://en.wikipedia.org/wiki/Anne_Crawford,BBC,female,"Stage, Screen and RadioActor"
705,Phyllis Calvert,http://en.wikipedia.org/wiki/Phyllis_Calvert,BBC,female,"Stage, Screen and RadioActor"
706,Jean Kent,http://en.wikipedia.org/wiki/Jean_Kent,BBC,female,"Stage, Screen and RadioActor"
707,Ann Todd,http://en.wikipedia.org/wiki/Ann_Todd,BBC,female,"Stage, Screen and RadioActor"
708,Anona Winn,http://en.wikipedia.org/wiki/Anona_Winn,BBC,female,"Stage, Screen and RadioActor"
709,Kay Hammond,http://en.wikipedia.org/wiki/Kay_Hammond,BBC,female,"Stage, Screen and RadioActor"
710,Constance Cummings,http://en.wikipedia.org/wiki/Constance_Cummings,BBC,female,"Stage, Screen and RadioActor"
711,Yvonne Arnaud,http://en.wikipedia.org/wiki/Yvonne_Arnaud,BBC,female,"Stage, Screen and RadioMusicActorClassical MusicPianist"
712,Sonia Dresdel,http://en.wikipedia.org/wiki/Sonia_Dresdel,BBC,female,"Stage, Screen and RadioActor"
713,Nova Pilbeam,http://en.wikipedia.org/wiki/Nova_Pilbeam,BBC,female,"Stage, Screen and RadioActor"
714,Claire Luce,http://en.wikipedia.org/wiki/Claire_Luce,BBC,female,"Stage, Screen and RadioActor"
715,Margaret Hubble,http://en.wikipedia.org/wiki/Margaret_Hubble,BBC,female,"Stage, Screen and RadioBroadcasting"
716,Joan Edgar,NA,Not found,female,"Stage, Screen and RadioBroadcasting"
717,Mabel Constanduros,http://en.wikipedia.org/wiki/Mabel_Constanduros,BBC,female,Writing
718,Pamela Frankau,http://en.wikipedia.org/wiki/Pamela_Frankau,BBC,female,Writing
719,J B Morton,http://en.wikipedia.org/wiki/J._B._Morton,BBC,female,WritingJournalism
720,Lady Eleanor Smith,http://en.wikipedia.org/wiki/Eleanor_Smith,BBC,female,Writing
721,Beverley Baxter,http://en.wikipedia.org/wiki/Beverley_Baxter,BBC,female,Politics and Public ServicePolitics
722,Beatrice Lillie,http://en.wikipedia.org/wiki/Beatrice_Lillie,BBC,female,"Stage, Screen and RadioActor"
723,Joan Jay,NA,Not found,female,"Art, Fashion and DesignFashion"
724,Peter Ackroyd,http://en.wikipedia.org/wiki/Peter_Ackroyd,BBC,male,WritingNovelist
725,Tim Minchin,http://en.wikipedia.org/wiki/Tim_Minchin,BBC,male,"MusicStage, Screen and RadioComposer or LyricistComedy Performer"
726,Jamie Cullum,http://en.wikipedia.org/wiki/Jamie_Cullum,BBC,male,MusicPianist
727,Jackie Mason,http://en.wikipedia.org/wiki/Jackie_Mason,BBC,male,"Stage, Screen and RadioComedy Performer"
728,Brian Moore,http://en.wikipedia.org/wiki/Brian_Moore_(rugby_union),BBC,male,SportRugby
729,Baron Prescott of Kingston upon Hull,http://en.wikipedia.org/wiki/John_Prescott,BBC,male,Politics and Public ServicePolitics
730,James Corden,http://en.wikipedia.org/wiki/James_Corden,BBC,male,"Stage, Screen and Radio"
731,David Attenborough,http://en.wikipedia.org/wiki/David_Attenborough,BBC,male,"Nature and ConservationStage, Screen and RadioNaturalistBroadcastingBirds and Animals"
732,Vikram Seth,http://en.wikipedia.org/wiki/Vikram_Seth,BBC,male,WritingNovelist
733,Paul Johnson,http://en.wikipedia.org/wiki/Paul_Johnson_(writer),BBC,male,Academia and EducationHistory
734,Terry Wogan,http://en.wikipedia.org/wiki/Terry_Wogan,BBC,male,"Stage, Screen and RadioBroadcasting"
735,Professor Brian Cox,http://en.wikipedia.org/wiki/Brian_Cox_(physicist),BBC,male,Academia and Education
736,Julian Fellowes Baron Fellowes of West Stafford,http://en.wikipedia.org/wiki/Julian_Fellowes,BBC,male,"WritingStage, Screen and RadioPlaywright or ScreenwriterActor"
737,Sir Martin Sorrell,http://en.wikipedia.org/wiki/Martin_Sorrell,BBC,male,BusinessEntrepreneur
738,Bear Grylls,http://en.wikipedia.org/wiki/Bear_Grylls,BBC,male,Travel and Exploration
739,Robert Hardy,http://en.wikipedia.org/wiki/Robert_Hardy,BBC,male,"Stage, Screen and RadioActor"
740,Victor Adebowale Baron Adebowale of Thornes,"http://en.wikipedia.org/wiki/Victor_Adebowale,_Baron_Adebowale",BBC,male,Politics and Public ServiceCharity and Philanthropy
741,Mark Gatiss,http://en.wikipedia.org/wiki/Mark_Gatiss,BBC,male,"Stage, Screen and RadioActor"
742,Michael Johnson,http://en.wikipedia.org/wiki/Michael_Johnson_(track_and_field),BBC,male,SportSports Commentator
743,Vidal Sassoon,http://en.wikipedia.org/wiki/Vidal_Sassoon,BBC,male,"BusinessArt, Fashion and DesignEntrepreneur"
744,Arthur Edwards,http://en.wikipedia.org/wiki/Arthur_Edwards,Found with script,male,"Art, Fashion and DesignPhotography"
745,Martin Clunes,http://en.wikipedia.org/wiki/Martin_Clunes,BBC,male,"Stage, Screen and RadioActor"
746,Danny Baker,http://en.wikipedia.org/wiki/Danny_Baker,BBC,male,"Stage, Screen and RadioBroadcasting"
747,Michael McIntyre,http://en.wikipedia.org/wiki/Michael_McIntyre,Found with script,male,"Stage, Screen and RadioWritingComedy PerformerComedy Writing"
748,Reverend John Graham,http://en.wikipedia.org/wiki/John_Graham,Found with script,male,WritingReligion and PhilosophyReligion
749,Tony Robinson,http://en.wikipedia.org/wiki/Tony_Robinson,BBC,male,"Stage, Screen and RadioWritingActorBroadcastingChildren's Books"
750,Len Goodman,http://en.wikipedia.org/wiki/Len_Goodman,BBC,male,"Stage, Screen and RadioDance"
751,Alfie Boe,http://en.wikipedia.org/wiki/Alfie_Boe,Found with script,male,MusicOpera
752,Roger Waters,http://en.wikipedia.org/wiki/Roger_Waters,BBC,male,MusicPop and RockComposer or Lyricist
753,Kwame Kwei-Armah,http://en.wikipedia.org/wiki/Kwame_Kwei-Armah,BBC,male,WritingPlaywright or Screenwriter
754,Professor David Phillips,http://en.wikipedia.org/wiki/David_Phillips,Found with script,male,"Academia and EducationMedicine, Science and Engineering"
755,Terry Gilliam,http://en.wikipedia.org/wiki/Terry_gilliam,BBC,male,"Stage, Screen and RadioWritingDirectorFilmmakerPlaywright or Screenwriter"
756,Martin Sheen,http://en.wikipedia.org/wiki/Martin_Sheen,BBC,male,"Stage, Screen and RadioActor"
757,Lawrence Dallaglio,http://en.wikipedia.org/wiki/Lawrence_Dallaglio,BBC,male,SportRugby
758,Howard Jacobson,http://en.wikipedia.org/wiki/Howard_Jacobson,BBC,male,Writing
759,Jon Snow,http://en.wikipedia.org/wiki/Jon_Snow,BBC,male,"WritingStage, Screen and RadioJournalismBroadcasting"
760,Rt Hon Alex Salmond,http://en.wikipedia.org/wiki/Alex_Salmond,BBC,male,Politics and Public ServicePolitics
