679,Scott Joplin,The Entertainer,""
680,Antonin Dvorak,Symphony No. 9 In E Minor 'from The New World' - 2nd Movement,Orchestra: Berlin Philharmonic Conductor: Klaus Tennstedt
681,Benjamin Britten,So Abram Rose And Clave The Wood (from War Requiem),Soloist: Peter Pears And Dietrich Fischer-dieskau Orchestra: London Symphony Orchestra Conductor: Benjamin Britten
682,Frank Loesser,My Time Of Day (from Guys And Dolls),Artist: Ian Charleson
683,E.t. Mensah And The Tempos Dance Band,Ghana Freedom,""
684,Henry Purcell,The Plaint,Soloist: Anne Grimm Orchestra: The Amsterdam Baroque Orchestra And Choir Conductor: Bott-thomas-schopper
685,George Frideric Handel,How Beautiful Are The Feet (from Messiah),Soloist: Felicity Lott
686,Sir Edward Elgar,Introduction And Allegro For Strings,Orchestra: London Philharmonic Orchestra Conductor: Sir Adrian Boult
687,Benjamin Britten,War Requiem,Orchestra: London Symphony Orchestra
688,Stubby Kaye,Guys And Dolls (title Song),Artist: Johnny Silver
689,Aaron Copland,Appalachian Spring,Orchestra: Columbia Chamber Orchestra Conductor: Aaron Copland
690,Simon Garfunkel,Scarborough Fair,""
691,Hector Berlioz,Villanelle (from Les Nuits D'ete),Soloist: Janet Baker Orchestra: New Philharmonia Orchestra
692,Giuseppe Verdi,La Forza Del Destino,Orchestra: London Symphony Orchestra
693,Alicia Keys,If I Ain't Got You,""
694,Boney M.,Brown Girl In The Ring,""
695,Destiny's Child,Independent Woman,""
696,Heather Headley,Always Been Your Girl,""
697,Sounds Of Blackness,I'm Going All The Way,""
698,Linda Clifford,Red Light,""
699,Yolanda Adams,I Believe,""
700,Sarah Mclachlan,Angel,""
701,Michael Mac Liammoir,Lady Bracknell's Speech,""
702,George Melly,Then I'll Be Happy (with The John Chilton's Feetwarmers),""
703,Dusty Springfield,You Don't Have To Say You Love Me,""
704,Ludwig Van Beethoven,"String Quartet No.14 In C Sharp Minor, Op. 131",Orchestra: Hungarian Quartet
705,Benjamin Britten,Lacrimosa (from War Requiem),Soloist: Galina Vishnevskaya Choir: The Bach Choir And The London Symphony Orchestra Chorus Orchestra: The London Symphony Orchestra Conductor: Benjamin Britten
706,Marilyn Monroe,Runnin' Wild,""
707,Giuseppe Verdi,Tacea La Notte Placida (from Il Trovatore),Soloist: Leontyne Price
708,Renee Fleming,River,""
709,Sarah Vaughan,I've Got The World On A String,""
710,Richard Strauss,Im Abendrot (from Four Last Songs),Soloist: Elisabeth Schwarzkopf Orchestra: The London Symphony Orchestra Conductor: George Szell
711,George Crumb,Apparition,Soloist: Jan Degaetani Accompanied By Gilbert Kalish
712,Antonin Dvorak,O Silver Moon (from Rusalka),Soloist: Gabriela Benackova Orchestra: The Czech Philharmonic Orchestra Conductor: Vaclav Neumann
713,Herbie Hancock Wayne Shorter,Joanna's Theme,""
714,Ludwig Van Beethoven,"Piano Sonata No 13 In E Flat Major, Op. 27/1 - 2nd Movement",""
715,Queen,Crazy Little Thing Called Love,""
716,Mandy Miller,Nellie The Elephant,""
717,Linda Ronstadt,Freezing,""
718,Dory Previn,Mythical Kings And Iguanas,""
719,Ludwig Van Beethoven,Piano Concerto No. 5 In E Flat Major 'emperor',Soloist: Leonard Bernstein Orchestra: New York Philharmonic
720,Christoph Willibald Gluck,Soumis Au Silence (from Orpheus And Euridice),Soloist: Marion Harousseau Orchestra: Musicians Of The Louvre Conductor: Marc Minkowski
721,Dusty Springfield,The Look Of Love,""
722,John Tams Albion Band,Lay Me Low,""
723,Jennifer Vyvyan,Cherry Ripe,""
724,Doris Day,Deadwood Stage,""
725,Carole King,Will You Love Me Tomorrow?,""
726,Chet Baker,Let's Get Lost,""
727,Johann Strauss Ii,Tales From The Vienna Woods,Orchestra: Philadelphia Orchestra Conductor: Eugene Ormandy
728,Neil Sedaka,Oh Carol,""
729,Stutz Bear Cats,Chattanooga Choo Choo,""
730,The Doors,People Are Strange,""
731,Kathy Nolan And Mary Martin,Never Never Land,""
732,The Beatles,A Day In The Life,""
733,The Cast Of West Side Story,Quintet,""
734,Modest Petrovich Mussorgsky,Night On The Bare Mountain,Orchestra: Atlanta Symphony Orchestra Conductor: Yoel Levi
735,George Benjamin,A Mind Of Winter,Soloist: Penelope Walmsley-clark Orchestra: The London Sinfonietta Orchestra Conductor: George Benjamin
736,Ludwig Van Beethoven,Symphony No. 8 In F Major - 4th Movement,Orchestra: Sydney Symphony Orchestra
737,Johann Sebastian Bach,Concerto For Two Violins In D Minor - 1st Movement,Orchestra: Orchestra Of The Age Of Enlightenment Conductor: Elizabeth Wallfisch
738,George Gershwin,There's A Boat Dat's Leavin' (from Porgy And Bess),Soloist: John W Bubbles Orchestra: The Rca Victor Orchestra Conductor: Skitch Henderson
739,Frank Sinatra,I Could Write A Book,""
740,Lena Horne,Love,""
741,Jimmy Durante,Make Someone Happy,""
742,Yves Montand,Quand In Soldat,""
743,Gene Kelly,I Got Rhythm,""
744,Astrud Gilberto,The Girl From Ipanema,""
745,Lonnie Donegan,Frankie Johnny,""
746,Elvis Presley,All Shook Up,""
747,George Frideric Handel,For Unto Us A Child Is Born (from Messiah),Orchestra: London Symphony Orchestra Chorus Conductor: Sir Adrian Boult
748,Edith Piaf,Hymne A L'amour,""
749,Julie Covington Ian Charleson,I'll Know,""
750,Bette Midler,Boogie Woogie Bugle Boy,""
751,Bridie Staunton/maria Sonia,Reels And Jigs,""
752,Abba,I Have A Dream,""
753,John Denver,Annie's Song,""
754,John Lennon,Imagine,""
755,Carpenters,Top Of The World,""
756,Peter Hoffman,Nights In White Satin,""
757,Queen,We Will Rock You,""
758,John Denver,Follow Me,""
759,Frederic Chopin,"Waltz In A Flat Major, Op. 34/1",Soloist: Alan Schiller
760,Pascal Bastia,Je Tire Ma Reverence,Soloist: Jean Sablon Orchestra: Wal-berg's Orchestra
761,Jean Sibelius,Finlandia,Orchestra: Philharmonia Orchestra Conductor: Vladimir Ashkenazy
762,Ella Fitzgerald,Ev'ry Time We Say Goodbye,""
763,Wolfgang Amadeus Mozart,Violin Concerto No. 3 In G Major - 2nd Movement,Soloist: Arthur Grumiaux Orchestra: The London Symphony Orchestra
764,Franz Schubert,"Impromptu In F Minor, D935 No. 4",""
765,Wolfgang Amadeus Mozart,Horn Concerto No. 3 In E Flat Major,Soloist: Dennis Brain Orchestra: Philharmonia Orchestra Conductor: Herbert Von Karajan
766,Jean Sablon,Je Tire Ma Reverence,Artist: Wal Berg And His Orchestra
767,Johann Sebastian Bach,Violin Concerto No. 2 In E Major,Soloist: Yehudi Menuhin Orchestra: Robert Masters Chamber Orchestra
768,Harry Belafonte,I'm Just A Country Boy,""
769,Wolfgang Amadeus Mozart,Piano Concerto No. 21 In C Major,Soloist: Annie Fischer Orchestra: Philharmonia Orchestra Conductor: Wolfgang Sawallisch
770,The Modern Jazz Quartet,One Never Knows,""
771,Ella Fitzgerald,Lullaby Of Broadway,""
772,Franz Schubert,"Moments Musicaux No. 3 In F Minor, D780",Soloist: Alfred Brendel
773,Nina Simone,"To Be Young, Gifted And Black",""
774,Jimmy Cliff,Many Rivers To Cross,""
775,Scott Joplin,The Entertainer (original Piano Roll Version),""
776,Bob Marley,No Woman No Cry,""
777,Miles Davis,The Pan Piper,""
778,The Rolling Stones,Sympathy For The Devil,""
779,Creedence Clearwater Revival,Looking Out My Back Door,""
780,Richard Strauss,Der Rosenkavalier Act 3 (finale),Soloist: Elisabeth Schwarzkopf
781,Johann Sebastian Bach,Goldberg Variations - Aria,Soloist: Glenn Could
782,Ralph Vaughan Williams,Spurn Point (from Four Studies In English Folk-song),Soloist: Laurence Perkins Orchestra: The New London Orchestra Conductor: Landon Ronald Corp
783,"Choir Of Clare College, Cambridge",Once In Royal David's City,""
784,Elton John,Tiny Dancer,""
785,Nina Simone,Wild Is The Wind,""
786,Christoph Willibald Gluck,"Ah, Se Intorno A Quest'urna Funesta (from Orpheus And Euridice)",Soloist: Jochen Kowalski Choir: Berlin Radio Chorus Orchestra: Berlin Radio Chamber Orchestra
787,Simon Diaz,Tonada De Luna Llena,Soloist: Caetano Veloso
788,Nick Cave The Bad Seeds,Black Hair,""
789,Johnny Cash,One,""
790,Rufus Wainwright,Vibrate,""
791,Roxy Music,To Turn You On,""
792,Frank Sinatra,I've Got You Under My Skin,""
793,John Coltrane,My Favourite Things,""
794,The Beatles,Please Please Me,""
795,Leonard Cohen,Closing Time,""
796,Aretha Franklin,Respect,""
797,Billie Holiday,God Bless The Child,""
798,Joni Mitchell,A Case Of You,""
799,John Holt,Riding For A Fall,""
800,Donna Summer,I Feel Love,""
801,The Clash,Should I Stay Or Should I Go?,""
802,Middle Of The Road,Chirpie Chirpie Cheep Cheep,""
803,Elvis Presley,Burning Love,""
804,Third World,Now That I've Found Love,""
805,David Bowie,Young Americans,""
806,Gregorio Allegri,Miserere,"Choir: Choir Of Kings College, Cambridge"
807,Nusrat Fateh Ali Khan Party,"Allah Mohammed, Char, Yaar",""
808,Ravi Shankar,Improvisation On The Theme Music From Patherpanchi,""
809,Billie Holiday,Strange Fruit,""
810,Johannes Brahms,Piano Concerto No. 1 In D Minor,Soloist: Pollini Orchestra: Vienna Philharmonic Orchestra
811,Paul Simon,Graceland,""
812,Ofra Haza,Eshal,""
813,Marlys Watters,I Feel Pretty,""
814,Al Bowlly With Ray Noble His Orchestra,Goodnight Sweetheart,""
815,Giacomo Puccini,Vissi D'arte (from Tosca),Soloist: Maria Callas Orchestra: The Orchestra Of Scala Opera House
816,Giuseppe Verdi,C'e Windsor Una Dama (from Falstaff),Soloist: Tito Gobbi Rolando Panerai Orchestra: Philharmonia Orchestra Conductor: Herbert Von Karajan
817,Vincenzo Bellini,Il Fervido Desiderio,Artist: Calypso Kountouris - Private Rec
818,Matt Monro,Born Free,""
819,Tomaso Giovanni Albinoni,Adagio In G Minor For Organ Strings,Orchestra: Guildhall String Ensemble Conductor: Robert Salter
820,Wolfgang Amadeus Mozart,Piano Concerto No. 21 In C Major - 2nd Movement,Soloist: Howard Shelley Orchestra: London Mozart Players
821,Ralph Vaughan Williams,The Lark Ascending,Soloist: Iona Brown Orchestra: The Academy Of St Martin In The Fields Conductor: Neville Marriner
822,Val Doonican,Ring Of Bright Water,""
823,Louise Mckenna,Whispers,""
824,Sir Edward Elgar,The Music Makers - We Are The Music Makers,Orchestra: London Philharmonic Orchestra And Choir
825,Nicolo Paganini,Violin Concerto No 4 In D Minor,Soloist: Arthur Grumiaux Orchestra: Lamoureux Orchestra
826,William Shakespeare,Richard Ii,Artist: John Gielgud
827,Johannes Brahms,Symphony No. 4 In E Minor,Orchestra: Bavarian Radio Symphony Orchestra Conductor: Carl Schuricht
828,Leo Delibes,Bell Song (from Lakme),Soloist: Mado Robin Orchestra: New Symphony Orchestra
829,Julian Bream,Greensleeves,""
830,Dylan Thomas,Do Not Go Gentle Into That Good Night,""
831,Tomaso Albinoni Remo Giazotto,Adagio In G Minor For Organ Strings,Orchestra: Orchestre De Chambre De La Radiodiffusion Sarroise
832,Jean Sibelius,"The First Fiss, Op.37/1",Soloist: Haken Hagegard Warren Jones
833,Gilbert Sullivan,On A Tree By A River (tit Willow) (from The Mikado),Soloist: Eric Roberts Choir: The Chorus Of D'oyly Carte
834,Robert Schumann,Traumerei (from Scenes From Childhood),Soloist: Daniel Barenboim
835,Big Bill Broonzy,Going Down This Road Feeling Bad,""
836,Wolfgang Amadeus Mozart,"Deh Vieni, Non Tardar (from The Marriage Of Figaro)",Soloist: Hilde Gueden Orchestra: Vienna Philharmonic
837,Joseph Haydn,O Happy Pair (from The Creation),Soloist: Sylvia Greenberg Siegmund Nimsgern
838,Gustav Mahler,Ich Atmet' Einem Linden Duft (from Ruckert-lieder),Soloist: Kathleen Ferrier
839,Giacomo Puccini,Nessun Dorma! (from Turandot),"Soloist: Luciano Pavarotti, Placido Domingo, Jose Carreras"
840,Shayan,Soul,""
841,Bands Pipes Of The Household Division,Amazing Grace,""
842,The Rolling Stones,I Can't Get No Satisfaction,""
843,Santana,Samba Pa Ti,""
844,Charles-marie Widor,Organ Symphony No. 5 In F Minor,Soloist: Ian Tracey Orchestra: Bbc Philharmonic Orchestra
845,Ravi Shankar,Raga,""
846,Tomaso Giovanni Albinoni,Adagio From Concerto Opus 9 No.2,Soloist: Fran Berger And Hans Dieter Weber
847,Peter Sellers Sophia Loren,Goodness Gracious Me,""
848,Nina Simone,Love Me Or Leave Me,""
849,Nick Drake,Man In A Shed,""
850,Bob Dylan,The Times They Are A-changin',""
851,Pablo (pau) Casals,Nana,""
852,Sade,By Your Side,""
853,Johann Sebastian Bach,St Matthew Passion - Wir Setzen Uns Mit Tranen Nieder,"Choirs: Monteverdi Choir, London Oratory Junior Choir"
854,Henry Purcell,"Come Away, Fellow Sailors (from Dido And Aeneas)",Orchestra: The Scholars Baroque Ensemble
855,Cilla Black,Anyone Who Had A Heart,""
856,George Frideric Handel,Surely He Hath Borne Our Griefs (from Messiah),Orchestra: Chicago Symphony Orchestra Choir Conductor: G Solti
857,A. E. Housman/george Butterworth,Is My Team Ploughing?,Soloist: Peter Pears With Benjamin Britten
858,Kathleen Ferrier,I Know Where I Am Going,""
859,Franz Schubert,"Der Erlkonig (the Earl King), D328",Soloist: Peter Dawson
860,Wolfgang Amadeus Mozart,The Man Who Can Feel Love Must Have A Good Heart,Soloist: Irmagard Seefried Erich Kunz Orchestra: Vienna Philharmonic Conductor: Herbert Von Karajan
861,Roly Veitch And His Blaydon Aces,Keep Your Feet Still Geordie Hinny,""
862,Ruggero Leoncavallo,Si Puo? (prologue) (from Pagliacci),Soloist: Nicolae Herleav
863,Maria Tanase,Agurida,""
864,Frederic Chopin,"Waltz In A Flat Major, Op. 69/1",Soloist: Dinu Lipatti
865,Nicolae Lungu,Marire Intr'ucele In Alte - Glory In The Highest,Choir: Romanian National Chamber Choir
866,Roberto Alagna,O! Ce Veste Minunanta,""
867,Doina Badea,"Deschide, Deschide, Fereastra",""
868,Gheorghe Zamfir,Ciocarlia - The Lark,""
869,George Enescu,1st Movement Of George Enescu's Symphony No 2,Orchestra: Bucharest Philharmonic Orchestra Conductor: Cristian Mandeal
870,Joel Gray,Wilkommen,""
871,Bud Flanagan,Who Do You Think You Are Kidding Mr Hitler?,""
872,Ludwig Van Beethoven,Symphony No. 7 In A Major - 2nd Movement,Orchestra: La Scala Philharmonic Orchestra Conductor: Carlo Maria Giulin
873,Ne'imah Singers,Memorial Prayer Al Malei Rachamin,""
874,Gustav Holst,Mars (from The Planets),Orchestra: Bbc Symphony Orchestra Chorus Conductor: Andrew Davis
875,Gioachino Rossini,Cat Duet,Soloist: Elisabeth Soderstrom / Kerstin Meyer
876,Wolfgang Amadeus Mozart,Mass No. 18 In C Minor 'great' - Kyrie,Choir: Vienna State Opera Chorus Orchestra: Vienna Philharmonic Orchestra
877,Elinor Bennett,Skye Boat Song,Artist: Meinir Heulyn
878,Ruth Lamdin,Cradle Song - Private Tape,""
879,George Gershwin,Summertime (from Porgy Bess),""
880,John Rutter,The Lord Bless You And Keep You,Orchestra: Bournemouth Sinfonietta Conductor: Stephen Layton
881,Benjamin Britten,Sanctus (from War Requiem),Soloist: Elisabeth Soderstrom
882,John Williams,Title Theme (from Schindler's List),Soloist: Itzhak Perlman
883,Judy Garland,Get Happy,""
884,James Taylor,You've Got A Friend,""
885,Chaka Khan,Ain't Nobody,""
886,Groove Armada,If Everybody Looked The Same,""
887,Toots The Maytals,Funky Kingston,""
888,Giuseppe Verdi,La Traviata Act 3 (finale),Soloist: Joan Sutherland
889,Waylon Jennings,Dreaming My Dreams With You,""
890,The Staple Singers,Uncloudy Day,""
891,The Band,Up On Cripple Creek,""
892,Kate Anna Mcgarrigle,Talk To Me Of Mendocino,""
893,Neil Young,The Emperor Of Wyoming,""
894,Bruce Springsteen,Mansion Of The Hill,""
895,Daniel Lanois,The Maker,""
896,Ensemble Of The Bulgarian Republic,Polegnala E Todora (theodora Is Dozing),Conductor: P Koutev
897,High Level Ranters,Keep Your Feet Still Geordie Hinny,""
898,Sir Edward Elgar,"The Dream Of Gerontius - Proficiscere, Anima Christiana",Artist: John Shirley Quirk Orchestra: London Symphony Orchestra
899,Theatre Workshop,Gassed Last Night,""
900,Aaron Copland,"Simple Gifts (from Old American Songs,set 1)",Orchestra: San Francisco Symphony Orchestra
901,The Archies,"Sugar, Sugar",""
902,Mory Kante,"Yeke, Yeke",""
903,Boney M.,Daddy Cool 2001,""
904,The Mavericks,Dance The Night Away,""
905,Wheatus,Teenage Dirtbag,""
906,New Order,Blue Monday,""
907,Eminem,Cleaning Out My Closet,""
908,The Chemical Brothers,"Hey Boy, Hey Girl",""
909,Giacomo Puccini,Un Bel Di Vedremo (one Fine Day) (from Madama Butterfly),Soloist: Marie Callas
910,Rod Stewart,I'll Be Seeing You,""
911,Giacomo Puccini,O Mio Babbino Caro (from Gianni Schicchi),Soloist: Yvonne Kenny
912,Sergey Vasilievich Rachmaninov,Piano Concerto No. 2 In C Minor,Soloist: Vladimir Ashkenazy Orchestra: London Symphony Orchestra
913,Diana Krall,I'll Remember You,""
914,Frank Sinatra,One For My Baby,""
915,Charlotte Church,Jerusalem,Artist: Welsh National Opera
916,Moira Anderson,Skye Boat Song,Artist: Peter Knight's Orchestra Singers
917,The Royal Scots Dragoon Guards,Amazing Grace,""
918,Robert White,Danny Boy,Artist: Samuel Sanders
919,Elaine Paige,Memory,""
920,Frank Sinatra,You And Me,""
921,Nitin Sawhney,Sunset,""
922,Madan Bala Sindhu,Medndi/madhorama Pencha,""
923,Bob Marcia,"Young, Gifted And Black",""
924,Pizzicato Five,"Twiggy, Twiggy",""
925,Sukhwinder Singh,The Wedding Qawwali,""
926,Louis Armstrong,"Fantastic, That's You",""
927,The Platters,The Great Pretender,""
928,Ludwig Van Beethoven,Symphony No. 6 In F Major 'pastoral' - 5th Movement (shepherds' Song),Orchestra: London Philharmonic Orchestra.
929,Cynthia Gooding,Mary Hamilton,""
930,Van Morrison With Them,Here Comes The Night,""
931,The Clash,Train In Vain,""
932,Richard Strauss,"Morgen, Op. 27/4",Soloist: Elisabeth Schwarzkopf
933,Zelenka,Gloria,Choir: Stuttgart Chamber Choir
934,Prince,Girls And Boys,""
935,Royal Welsh Fusiliers,Cwm Rhondda (guide Me O Thou Great Jehovah),""
936,John Martyn,Spencer The Rover,""
937,Johannes Brahms,Piano Trio No. 1 In B Major - 3rd Movement,"Soloist: Andre Previn, Viktoria Mullova Heinrich Schiff"
938,Wim Mertens,Maximizing The Audience,""
939,Python Lee Jackson With Rod Stewart,In A Broken Dream,""
940,Janis Joplin,Cry Baby,""
941,Bob Dylan,"Lay, Lady, Lay",""
942,Jocelyn Pook,Dionysus,""
943,Graeme Miller,Three Excerpts From 159 To 161,""
944,James Brown,It's A Man's World,""
945,Gavin Bryars With Tom Waits,Jesus' Blood Never Failed Me Yet,""
946,The Rolling Stones,You Can't Always Get What You Want,""
947,Joan Armatrading,Save Me,""
948,Radiohead,Exit Music (for A Film),""
949,Franz Schubert,String Quartet No. 14 In D Minor 'death And The Maiden',Orchestra: Amadeus Quartet
950,Jane Siberry,Love Is Everything,""
951,Roberta Flack,"Hey, That's No Way To Say Goodbye",""
952,Jeff Buckley,Hallelujah,""
953,Annie Lennox,Walking On Broken Glass,""
954,Abba,S.0.s.,""
955,Cher,"Gypsies, Tramps And Thieves",""
956,Annie Lennox,No More I Love You's,""
957,Elton John,Rocket Man,""
958,Enya,Book Of Days,""
959,Billie Holiday,Fine And Mellow,""
960,Sinead O'connor,Oro Se Do Bheatha Bhaile,""
961,Cesar Franck,Cello Sonata In A Major - 3rd Movement,"Soloist: Mischa Maisky, Martha Argerich"
962,Bryan Ferry,Miss Otis Regrets,""
963,Portishead,Glory Box,""
964,The Clancy Brothers And Tommy Makem,Carrickfergus,""
965,Sergei Sergeyevich Prokofiev,Arrival Of The Guests,Orchestra: London Symphony Orchestra Conductor: Andre Previn
966,Claude Debussy,"Sonata For Flute, Viola And Harp",Orchestra: The Melos Quartet
967,Kate Anna Mcgarrigle,"Bundle Of Sorrow, Bundle Of Joy",""
968,"Sinead Cusack, Jonathan Hyde",Demewer But Dangerous,""
969,Ludwig Van Beethoven,"Violin Sonata No. 5 In F Major, Op. 24 'spring' - 1st Movement",Soloist: Yehudi Menuhin And Louis Kentner
970,Pyotr Ilyich Tchaikovsky,Sleeping Beauty - Act 1,Orchestra: London Symphony Orchestra Conductor: Andre Previn
971,Dooley Wilson,As Time Goes By,""
972,Giacomo Puccini,Tosca Act 2,Soloist: Maria Callas And Tito Gobbi
973,Franz Schubert,"Fantasia In F Minor, D940 - 1st Movement",Soloist: Radu Lupu And Murray Perahia
974,Cesar Franck,Piano Quintet In F Minor - 1st Movement,Artist: Clifford Curzon Orchestra: Vienna Philharmonic Quartet
975,Claude Debussy,La Mer,Orchestra: Philadelphia Orchestra Conductor: Eugene Ormandy
976,Johann Strauss Ii,Blue Danube Waltz,Soloist: Louis Kentner
977,Johann Sebastian Bach,"St Matthew Passion - Kommt, Ihr Tochter",Choir: Monteverdi Choir London Oratory Junior School
978,Gabriel Faure,Agnus Dei (from Requiem),"Choir: Kings College Choir, Cambridge"
979,Gerry Grey,A String Of Pearls,Orchestra: Universal International Orchestra
980,Jean Sablon,J'attendrai,""
981,Antonio Vivaldi,Concerto For Two Trumpets In C Major,Soloist: Philip Jones John Wilbraham Orchestra: Academy Of St Martin In The Fields Conductor: Neville Marriner
982,Oscar Wilde,Extract From Importance Of Being Earnest,Artist: Edith Evans As Lady Bracknell Sir John Gielgud
983,Wolfgang Amadeus Mozart,Ave Verum Corpus,Choir: Hatfield Philharmonia Chorus
984,Gilbert Sullivan,Is Life A Boon? (from The Yeoman Of The Guard),Soloist: Kurt Streit Orchestra: Academy Chorus Of St Martin In The Fields
985,John Dowland,Come Again Sweet Love,"Soloist: Janet Baker, Gerald Moore"
986,Oscar Wilde,Lady Bracknell Interviews John Worthing (from The Importance Of Being Earnest),"Artist: Edith Evans, John Gielgud"
987,Sir Edward Elgar,The Dream Of Gerontius,Choir: Philharmonia Chorus Orchestra: Halle Orchestra Conductor: John Barbirolli
988,Noel Coward,Mad Dogs And Englishmen,""
989,Charles Dibdin,Tom Bowling,"Soloist: Robert Tear, Andre Previn"
990,Georg Philipp Telemann,Trumpet Concerto In D Major,Soloist: John Wilbraham Orchestra: Academy Of St Martin In The Fields Conductor: Neville Marriner
991,Pyotr Ilyich Tchaikovsky,Sleeping Beauty - Act 2,Orchestra: Philharmonia Orchestra Conductor: Herbert Von Karajan
992,Franz Lehar,The Merry Widow Overture,Orchestra: Vienna Philharmonic Orchestra
993,Christoph Willibald Gluck,Dance Of The Blessed Spirits (from Orpheus And Euridice),Orchestra: Nbc Symphony Orchestra Conductor: Arturo Toscanini
994,Sir William Walton,Facade Suite No. 1,Orchestra: Halle Orchestra Conductor: Orwain Arwel Hughes
995,Pyotr Ilyich Tchaikovsky,Nutcracker Suite - Dance Of The Sugar Plum Fairy,Orchestra: Vienna Philharmonic Orchestra Conductor: James Levine
996,Giuseppe Verdi,Ritorna Vincitor (from Aida),Soloist: Renata Tebaldi Orchestra: Orchestra De La Suisse Roman
997,London Symphony Orchestra,Bolero 1830 (traditional),""
998,Camille Saint-saens,Mon Coeur S'ouvre A Ta Voix (from Samson And Delilah),Soloist: Marian Anderson
999,Franz Lehar,The Merry Widow,Orchestra: Tonhalle Orchestra Of Zurich Conductor: Franz Lehar
1000,Amalia Rodrigues,Minha Cancao E Saudale,""
1001,Pyotr Ilyich Tchaikovsky,Sleeping Beauty - Ballet Suite,Orchestra: Philharmonia Orchestra Conductor: Herbert Von Karajan
1002,Perez Prado And His Orchestra,Cherry Pink And Apple Blossom White,""
1003,Shoshana Damari,Bo Dodi,""
1004,Queen,Bohemian Rhapsody,""
1005,Buddy Holly,Peggy Sue,""
1006,Claude-joseph Rouget De L'isle,La Marseillaise,Soloist: Placido Domingo Choir: Choir Of The Paris Orchestra
1007,Ludwig Van Beethoven,Symphony No. 9 In D Minor 'choral' - Ode To Joy,Orchestra: Various Orchestra Choirs Conductor: Leonard Bernstein
1008,Louis Armstrong,Free As A Bird From His Orlean's Function,""
1009,Monty Python,Brian Before Pilate,""
1010,Cleo Laine,I Never Went Away,""
1011,Pablo Sorozabal,No Puede Ser,Soloist: Placido Domingo Orchestra: Orchestra Del Maggio Musiciale
1012,Charles-francois Gounod,Nazareth,Soloist: Norman Allin Choir: Bbc Choir Conductor: Stanford Robinson
1013,Harrow School Boys,Forty Years On,""
1014,"Monastic Choir Of The Abbey Church, Ampleforth",Easter Plainsong,""
1015,Joseph Haydn,Trumpet Concerto In E Flat Major - 2nd Movement,Soloist: John Wallace Orchestra: Philharmonia Orchestra
1016,Giuseppe Verdi,La Luce Langue (from Macbeth),"Soloist: Maria Callas Orchestra: Orchestra Of La Scala, Milan"
1017,Choir Of Westminster Abbey,I Vow To Thee My Country,""
1018,Norwich Cathedral Choir,"Alleluia, Sing To Jesus",""
1019,Alfred Deller,The Cries Of London,""
1020,Franz Liszt,Hungarian Rhapsody No. 2,Orchestra: London Symphony Orchestra Conductor: Willi Boskovsky
1021,Socialist Singers,England Arise,Artist: Glasgow Young Communist League Choir
1022,Susan Longfield Jennifer Partridge,"Prince Albert, Der Ungeliebte",""
1023,Ludwig Van Beethoven,Wellington's Victory,Orchestra: London Symphony Orchestra Conductor: Antal Dorati
1024,George Frideric Handel/harty,Water Music - Air,Orchestra: Royal Philharmonic Orchestra Conductor: George Weldon
1025,Gerard Manley Hopkins,Starlight Night,Soloist: Margaret Rawlings
1026,Wolfgang Amadeus Mozart,Der Vogelfanger Bin Ich Ja (from The Magic Flute),Soloist: Dennis Noble Orchestra: Halle Orchestra Conductor: Warwick Braithwaite
1027,Irving Berlin,Oh I Hate To Get Up In The Morning,""
1028,Al Jolson,Let Me Sing And I'm Happy,""
1029,Judy Garland Fred Astaire,We're A Couple Of Swells,""
1030,Frank Sinatra,I've Got My Love To Keep Me Warm,""
1031,Louis Armstrong,I'm Putting All My Eggs In One Basket,""
1032,Ethel Merman,I Got The Sun In The Morning,""
1033,Bryn Terfel,White Christmas,""
1034,Richard Tauber,Heimweh Or Always,""
1035,Johann Sebastian Bach,Orchestral Suite No. 2 In B Minor - 7th Movement,Soloist: Gareth Morris Orchestra: National Philharmonic Orchestra Conductor: Otto Klemperer
1036,The Band Of Her Majesty's Royal Marines,Sunset,""
1037,Wolfgang Amadeus Mozart,"String Quartet No. 19 In C Major, K465 'dissonance'",Orchestra: Amadeus Quartet
1038,Felix Mendelssohn,Symphony No. 4 In A Major 'italian',Orchestra: National Philharmonic Orchestra Conductor: Riccardo Muti
1039,Thelonious Monk Oscar Pettiford,Tea For Two,Artist: Art Blakey
1040,Buddug Lloyd Roberts,Dacw 'nghariad I Lawr Yn Y Berllan,""
1041,Dafydd Iwan,I'r Gad,""
1042,Johann Sebastian Bach,"Jesu, Joy Of Man's Desiring (from Cantata No. 147)",Orchestra: Munich Bach Choir And Orchestra Conductor: Karl Richter
1043,Eddie Cochran,Summertime Blues,Composer: Capehart/cochran
1044,Gerry The Pacemakers,You'll Never Walk Alone,""
1045,The Beatles,Twist And Shout,""
1046,The Pogues,Fairytale Of New York,""
1047,Dinah Washington Brook Benton,Love Walked In,""
1048,Joni Mitchell,Blue,""
1049,Sir Edward Elgar,Sea Pictures,Soloist: Dame Janet Baker Orchestra: London Symphony Orchestra
1050,Alban Berg,Violin Concerto,Soloist: Sir Yehudi Menuhin
1051,Sean O Riada,Carrickfergus,""
1052,Gaetano Donizetti,Mad Scene (from Lucia Di Lammermoor),Soloist: Joan Sutherland
1053,John Cage,In A Landscape,Soloist: Anthony De Mare
1054,Nina Simone,"Ain't Got No, I Got Life",""
