1,1,1.,1
1,2,2.,0
1,3,3.,0
1,4,4.,0
1,5,5.,0
1,6,6.,0
1,7,7.,0
1,8,8.,0
2,9,1.,1
2,10,2.,0
2,11,3.,0
2,12,4.,0
2,13,5.,0
2,14,6.,0
2,15,7.,0
2,16,8.,0
3,17,1.,0
3,18,2.,0
3,19,3.,0
3,20,4.,0
3,21,5.,1
3,22,6.,0
3,23,7.,0
3,24,8.,0
4,25,1.,1
4,26,2.,0
4,27,3.,0
4,28,4.,0
4,29,5.,0
4,30,6.,0
4,31,7.,0
4,32,8.,0
5,33,1.,0
5,34,2.,1
5,35,3.,0
5,36,4.,0
5,37,5.,0
5,38,6.,0
5,39,7.,0
5,40,8.,0
6,41,1.,0
6,42,2.,0
6,43,3.,0
6,44,4.,0
6,45,5.,0
6,46,6.,0
6,47,7.,1
6,48,8.,0
7,49,1.,0
7,50,2.,0
7,51,3.,0
7,52,4.,1
7,53,5.,0
7,54,6.,0
7,55,7.,0
7,56,8.,0
8,57,1.,0
8,58,2.,0
8,59,3.,0
8,60,4.,0
8,61,5.,0
8,62,6.,0
8,63,7.,1
8,64,8.,0
9,65,1.,0
9,66,2.,0
9,67,3.,0
9,68,4.,0
9,69,5.,0
9,70,6.,0
9,71,7.,0
9,72,8.,1
10,73,1.,0
10,74,2.,0
10,75,3.,0
10,76,4.,1
10,77,5.,0
10,78,6.,0
10,79,7.,0
10,80,8.,0
11,81,1.,0
11,82,2.,0
11,83,3.,1
11,84,4.,0
11,85,5.,0
11,86,6.,0
11,87,7.,0
11,88,8.,0
12,89,1.,0
12,90,2.,0
12,91,3.,0
12,92,4.,0
12,93,5.,0
12,94,6.,0
12,95,7.,0
12,96,8.,1
13,97,1.,0
13,98,2.,0
13,99,3.,0
13,100,4.,0
13,101,5.,0
13,102,6.,1
13,103,7.,0
13,104,8.,0
14,105,1.,1
14,106,2.,0
14,107,3.,0
14,108,4.,0
14,109,5.,0
14,110,6.,0
14,111,7.,0
14,112,8.,0
15,113,1.,0
15,114,2.,0
15,115,3.,0
15,116,4.,0
15,117,5.,0
15,118,6.,0
15,119,7.,0
15,120,8.,1
16,121,1.,0
16,122,2.,0
16,123,3.,0
16,124,4.,0
16,125,5.,1
16,126,6.,0
16,120,7.,0
16,127,8.,0
17,128,1.,0
17,129,2.,0
17,130,3.,0
17,131,4.,0
17,132,5.,0
17,133,6.,0
17,134,7.,0
17,135,8.,1
18,136,1.,0
18,137,2.,0
18,138,3.,0
18,139,4.,0
18,140,5.,0
18,141,6.,0
18,142,7.,0
18,143,8.,1
19,144,1.,0
19,145,2.,0
19,146,3.,0
19,147,4.,0
19,148,5.,0
19,149,6.,0
19,150,7.,1
19,151,8.,0
20,152,1.,0
20,153,2.,1
20,154,3.,0
20,155,4.,0
20,156,5.,0
20,157,6.,0
20,158,7.,0
20,159,8.,0
21,160,1.,1
21,161,2.,0
21,162,3.,0
21,163,4.,0
21,164,5.,0
21,165,6.,0
21,166,7.,0
21,167,8.,0
22,168,1.,0
22,169,2.,1
22,170,3.,0
22,171,4.,0
22,172,5.,0
22,173,6.,0
22,174,7.,0
22,175,8.,0
23,176,1.,0
23,177,2.,1
23,178,3.,0
23,179,4.,0
23,180,5.,0
23,181,6.,0
23,182,7.,0
23,183,8.,0
24,184,1.,0
24,185,2.,0
24,186,3.,0
24,187,4.,0
24,126,5.,0
24,188,6.,0
24,189,7.,0
24,190,8.,0
25,191,1.,0
25,192,2.,0
25,193,3.,0
25,194,4.,0
25,195,5.,0
25,196,6.,0
25,197,7.,0
25,198,8.,1
26,199,1.,0
26,200,2.,0
26,201,3.,0
26,202,4.,0
26,203,5.,0
26,204,6.,0
26,205,7.,0
26,206,8.,1
27,207,1.,1
27,208,2.,0
27,209,3.,0
27,210,4.,0
27,211,5.,0
27,212,6.,0
27,213,7.,0
27,214,8.,0
28,215,1.,1
28,216,2.,0
28,217,3.,0
28,218,4.,0
28,219,5.,0
28,220,6.,0
28,221,7.,0
28,222,8.,0
29,223,1.,0
29,224,2.,0
29,225,3.,0
29,226,4.,0
29,227,5.,0
29,228,6.,0
29,146,7.,0
29,229,8.,1
30,230,1.,0
30,231,2.,0
30,232,3.,0
30,233,4.,0
30,234,5.,0
30,235,6.,1
30,236,7.,0
30,237,8.,0
31,238,1.,0
31,239,2.,0
31,240,3.,0
31,241,4.,0
31,242,5.,0
31,243,6.,1
31,244,7.,0
31,245,8.,0
32,246,1.,0
32,247,2.,0
32,248,3.,0
32,249,4.,1
32,250,5.,0
32,251,6.,0
32,252,7.,0
32,253,8.,0
33,254,1.,1
33,247,2.,0
33,255,3.,0
33,256,4.,0
33,257,5.,0
33,258,6.,0
33,259,7.,0
33,260,8.,0
34,261,1.,0
34,262,2.,0
34,263,3.,0
34,264,4.,0
34,265,5.,0
34,255,6.,0
34,266,7.,0
34,267,8.,0
35,268,1.,1
35,269,2.,0
35,270,3.,0
35,271,4.,0
35,272,5.,0
35,273,6.,0
35,274,7.,0
35,275,8.,0
36,276,1.,0
36,277,2.,0
36,278,3.,0
36,279,4.,0
36,280,5.,0
36,281,6.,1
36,282,7.,0
36,283,8.,0
37,118,1.,0
37,284,2.,0
37,285,3.,0
37,286,4.,0
37,287,5.,1
37,288,6.,0
37,289,7.,0
37,290,8.,0
38,291,1.,1
38,280,2.,0
38,292,3.,0
38,293,4.,0
38,294,5.,0
38,295,6.,0
38,296,7.,0
38,297,8.,0
39,298,1.,0
39,299,2.,0
39,109,3.,1
39,300,4.,0
39,301,5.,0
39,302,6.,0
39,213,7.,0
39,303,8.,0
40,304,1.,0
40,305,2.,0
40,306,3.,0
40,307,4.,0
40,308,5.,1
40,81,6.,0
40,309,7.,0
40,310,8.,0
41,311,1.,0
41,312,2.,0
41,313,3.,0
41,314,4.,0
41,315,5.,1
41,316,6.,0
41,317,7.,0
41,318,8.,0
42,319,1.,0
42,320,2.,1
42,321,3.,0
42,322,4.,0
42,323,5.,0
42,324,6.,0
42,325,7.,0
42,326,8.,0
43,327,1.,0
43,167,2.,0
43,328,3.,0
43,329,4.,0
43,330,5.,0
43,331,6.,1
43,332,7.,0
43,333,8.,0
44,166,1.,0
44,334,2.,0
44,335,3.,0
44,336,4.,0
44,190,5.,0
44,337,6.,0
44,338,7.,0
44,339,8.,1
45,146,1.,0
45,340,2.,0
45,341,3.,0
45,342,4.,1
45,343,5.,0
45,344,6.,0
45,345,7.,0
45,346,8.,0
46,347,1.,0
46,348,2.,1
46,349,3.,0
46,350,4.,0
46,351,5.,0
46,352,6.,0
46,353,7.,0
46,354,8.,0
47,355,1.,1
47,356,2.,0
47,357,3.,0
47,358,4.,0
47,359,5.,0
47,360,6.,0
47,361,7.,0
47,362,8.,0
48,363,1.,0
48,364,2.,0
48,365,3.,1
48,366,4.,0
48,367,5.,0
48,368,6.,0
48,369,7.,0
48,370,8.,0
49,371,1.,1
49,372,2.,0
49,373,3.,0
49,164,4.,0
49,374,5.,0
49,16,6.,0
49,375,7.,0
49,376,8.,0
50,377,1.,0
50,378,2.,0
50,379,3.,0
50,380,4.,0
50,381,5.,0
50,382,6.,1
50,383,7.,0
50,384,8.,0
51,385,1.,0
51,386,2.,0
51,387,3.,0
51,388,4.,0
51,389,5.,0
51,390,6.,0
51,391,7.,1
51,392,8.,0
52,393,1.,0
52,394,2.,0
52,395,3.,0
52,396,4.,0
52,397,5.,0
52,398,6.,0
52,399,7.,1
52,400,8.,0
53,401,1.,1
53,402,2.,0
53,403,3.,0
53,404,4.,0
53,405,5.,0
53,406,6.,0
53,407,7.,0
53,408,8.,0
54,409,1.,0
54,410,2.,0
54,390,3.,0
54,411,4.,0
54,412,5.,0
54,413,6.,0
54,414,7.,0
54,415,8.,1
55,416,1.,1
55,417,2.,0
55,418,3.,0
55,419,4.,0
55,420,5.,0
55,421,6.,0
55,422,7.,0
55,423,8.,0
56,164,1.,0
56,424,2.,0
56,425,3.,0
56,426,4.,0
56,427,5.,0
56,428,6.,0
56,429,7.,0
56,430,8.,1
57,431,1.,0
57,432,2.,0
57,26,3.,0
57,433,4.,0
57,434,5.,0
57,435,6.,0
57,436,7.,0
57,437,8.,1
58,438,1.,0
58,439,2.,0
58,440,3.,0
58,441,4.,0
58,442,5.,0
58,443,6.,0
58,444,7.,0
58,445,8.,1
59,446,1.,0
59,447,2.,0
59,448,3.,0
59,74,4.,0
59,449,5.,0
59,164,6.,0
59,450,7.,0
59,231,8.,1
60,451,1.,0
60,452,2.,0
60,453,3.,0
60,454,4.,0
60,455,5.,0
60,456,6.,0
60,457,7.,0
60,458,8.,1
61,459,1.,0
61,194,2.,0
61,460,3.,0
61,461,4.,0
61,462,5.,1
61,463,6.,0
61,464,7.,0
61,211,8.,0
62,465,1.,0
62,466,2.,0
62,467,3.,0
62,468,4.,0
62,469,5.,1
62,470,6.,0
62,471,7.,0
62,472,8.,0
63,473,1.,1
63,474,2.,0
63,475,3.,0
63,476,4.,0
63,477,5.,0
63,478,6.,0
63,479,7.,0
63,480,8.,0
64,481,1.,0
64,482,2.,0
64,483,3.,1
64,484,4.,0
64,485,5.,0
64,486,6.,0
64,487,7.,0
64,488,8.,0
65,489,1.,0
65,490,2.,1
65,491,3.,0
65,492,4.,0
65,493,5.,0
65,494,6.,0
65,495,7.,0
65,496,8.,0
66,497,1.,0
66,498,2.,0
66,499,3.,0
66,500,4.,0
66,501,5.,0
66,502,6.,0
66,503,7.,1
66,504,8.,0
67,505,1.,0
67,506,2.,0
67,507,3.,0
67,508,4.,0
67,509,5.,0
67,510,6.,1
67,511,7.,0
67,512,8.,0
68,513,1.,0
68,514,2.,0
68,515,3.,1
68,516,4.,0
68,517,5.,0
68,518,6.,0
68,519,7.,0
68,520,8.,0
69,521,1.,0
69,522,2.,0
69,523,3.,0
69,524,4.,0
69,525,5.,1
69,526,6.,0
69,527,7.,0
69,528,8.,0
70,529,1.,0
70,530,2.,0
70,531,3.,1
70,532,4.,0
70,533,5.,0
70,26,6.,0
70,534,7.,0
70,535,8.,0
71,536,1.,0
71,537,2.,0
71,538,3.,0
71,539,4.,0
71,540,5.,0
71,541,6.,0
71,542,7.,0
71,543,8.,0
72,544,1.,0
72,545,2.,0
72,546,3.,0
72,547,4.,0
72,548,5.,1
72,549,6.,0
72,550,7.,0
72,551,8.,0
73,552,1.,0
73,553,2.,0
73,554,3.,0
73,555,4.,1
73,556,5.,0
73,557,6.,0
73,558,7.,0
73,559,8.,0
74,388,1.,0
74,560,2.,0
74,561,3.,0
74,562,4.,0
74,563,5.,0
74,564,6.,1
74,565,7.,0
74,566,8.,0
75,567,1.,0
75,568,2.,0
75,528,3.,1
75,499,4.,0
75,569,5.,0
75,570,6.,0
75,571,7.,0
75,572,8.,0
76,573,1.,0
76,574,2.,0
76,575,3.,0
76,576,4.,0
76,540,5.,0
76,577,6.,0
76,578,7.,0
76,579,8.,1
77,580,1.,0
77,581,2.,1
77,582,3.,0
77,583,4.,0
77,584,5.,0
77,585,6.,0
77,586,7.,0
77,587,8.,0
78,588,1.,0
78,589,2.,1
78,590,3.,0
78,591,4.,0
78,592,5.,0
78,498,6.,0
78,593,7.,0
78,594,8.,0
79,595,1.,0
79,596,2.,0
79,597,3.,0
79,598,4.,1
79,599,5.,0
79,600,6.,0
79,601,7.,0
79,388,8.,0
80,602,1.,0
80,603,2.,0
80,604,3.,0
80,605,4.,0
80,606,5.,0
