601,"Diane Cilento",http://en.wikipedia.org/wiki/Diane_Cilento,female,"Stage, Screen and RadioActor"
602,"Gladys Young",NA,female,"Stage, Screen and RadioActorBroadcasting"
603,"Pat Suzuki",http://en.wikipedia.org/wiki/Pat_Suzuki,female,"Stage, Screen and RadioMusicActorMusicals"
604,"Marie Rambert",http://en.wikipedia.org/wiki/Marie_Rambert,female,"Stage, Screen and RadioDance"
605,"Shirley Bassey",http://en.wikipedia.org/wiki/Shirley_Bassey,female,"MusicPop and Rock"
606,"Anne Heywood",http://en.wikipedia.org/wiki/Anne_Heywood,female,"Stage, Screen and RadioActor"
607,"Antonia Ridge",NA,female,"WritingStage, Screen and RadioBroadcasting"
608,"Joan Heal",NA,female,"Stage, Screen and RadioActorComedy Performer"
609,"Joan Sutherland",http://en.wikipedia.org/wiki/Joan_Sutherland,female,"MusicOperaClassical Music"
610,"Peggy Cochrane",NA,female,"MusicPianistComposer or LyricistString Player"
611,"Bessie Love",http://en.wikipedia.org/wiki/Bessie_Love,female,"Stage, Screen and RadioActor"
612,"Hermione Baddeley",http://en.wikipedia.org/wiki/Hermione_Baddeley,female,"Stage, Screen and RadioActor"
613,"Lotte Lehmann",http://en.wikipedia.org/wiki/Lotte_Lehmann,female,"MusicClassical Music"
614,"Dame Rebecca West",http://en.wikipedia.org/wiki/Rebecca_West,female,WritingJournalismNovelist
615,"Marjorie Westbury",http://en.wikipedia.org/wiki/Marjorie_Westbury,female,"Stage, Screen and RadioMusicActor"
616,"Sylvia Sims",http://en.wikipedia.org/wiki/Sylvia_Sims,female,"Stage, Screen and RadioActor"
617,"Judy Grinham",http://en.wikipedia.org/wiki/Judy_Grinham,female,"SportPrizewinner or Record BreakerWater Sports"
618,"June Thorburn",http://en.wikipedia.org/wiki/June_Thorburn,female,"Stage, Screen and RadioActor"
619,"June Paul",NA,female,Sport
620,"Elena Gerhardt",http://en.wikipedia.org/wiki/Elena_Gerhardt,female,"MusicClassical Music"
621,"Elizabeth Seal",http://en.wikipedia.org/wiki/Elizabeth_Seal,female,"Stage, Screen and RadioMusicActorMusicals"
622,"Elisabeth Schwarzkopf",http://en.wikipedia.org/wiki/Elisabeth_Schwarzkopf,female,"MusicClassical Music"
623,"Sarah Vaughan",http://en.wikipedia.org/wiki/Sarah_Vaughan,female,"MusicClassical Music"
624,"Naomi Jacob",http://en.wikipedia.org/wiki/Naomi_Jacob,female,"WritingStage, Screen and RadioNovelistActor"
625,"Agnes Nicholls",http://en.wikipedia.org/wiki/Agnes_Nicholls,female,"MusicClassical MusicOpera"
626,"Ruby Miller",http://en.wikipedia.org/wiki/Ruby_Miller,female,"Stage, Screen and RadioActor"
627,"Flora Robson",http://en.wikipedia.org/wiki/Flora_Robson,female,"Stage, Screen and RadioActor"
628,"Margaret Rawlings",http://en.wikipedia.org/wiki/Margaret_Rawlings,female,"Stage, Screen and RadioActor"
629,"Wendy Toye",http://en.wikipedia.org/wiki/Wendy_Toye,female,"Stage, Screen and RadioDanceActorDirector"
630,"Moira Shearer",http://en.wikipedia.org/wiki/Moira_Shearer,female,"Stage, Screen and RadioDanceActor"
631,"Joan Cross",http://en.wikipedia.org/wiki/Joan_Cross,female,"MusicClassical MusicOpera"
632,"Belinda Lee",http://en.wikipedia.org/wiki/Belinda_Lee,female,"Stage, Screen and RadioActor"
633,"C A Lejeune",http://en.wikipedia.org/wiki/C._A._Lejeune,female,"WritingStage, Screen and RadioCritic"
634,"Alma Cogan",http://en.wikipedia.org/wiki/Alma_Cogan,female,"MusicPop and Rock"
635,"Audrey Russell",NA,female,"Stage, Screen and RadioSportBroadcastingSports Commentator"
636,"Blanche Thebom",http://en.wikipedia.org/wiki/Blanche_Thebom,female,"MusicClassical MusicOpera"
637,"Tamara Karsavina",http://en.wikipedia.org/wiki/Tamara_Karsavina,female,"Stage, Screen and RadioDance"
638,"Gwen Catley",http://en.wikipedia.org/wiki/Gwen_Catley,female,"MusicClassical Music"
639,"Cicely Courtneidge",http://en.wikipedia.org/wiki/Cicely_Courtneidge,female,"Stage, Screen and RadioActor"
640,"Elizabeth Bowen",http://en.wikipedia.org/wiki/Elizabeth_Bowen,female,WritingNovelist
641,"Peggy Ashcroft",http://en.wikipedia.org/wiki/Peggy_Ashcroft,female,"Stage, Screen and RadioActor"
642,"Zena Dare",http://en.wikipedia.org/wiki/Zena_Dare,female,"Stage, Screen and RadioActor"
643,"Janette Scott",http://en.wikipedia.org/wiki/Janette_Scott,female,"Stage, Screen and RadioActor"
644,"Isobel Barnett",http://en.wikipedia.org/wiki/Isobel_Barnett,female,"Stage, Screen and RadioBroadcasting"
645,"Ada Cherry Kearton",NA,female,"MusicClassical MusicOpera"
646,"Valentine Britten",NA,female,"Stage, Screen and RadioBroadcasting"
647,"Shirley Abicair",http://en.wikipedia.org/wiki/Shirley_Abicair,female,"MusicClassical Music"
648,"Leslie Caron",http://en.wikipedia.org/wiki/Leslie_Caron,female,"Stage, Screen and RadioActorDance"
649,"Eartha Kitt",http://en.wikipedia.org/wiki/Eartha_Kitt,female,"Stage, Screen and RadioMusicActorPop and Rock"
650,"Dora Labbette",http://en.wikipedia.org/wiki/Dora_Labbette,female,"MusicOperaClassical Music"
651,"Marie Burke",NA,female,"MusicStage, Screen and RadioActor"
652,"Bebe Daniels",http://en.wikipedia.org/wiki/Bebe_Daniels,female,"Stage, Screen and RadioActor"
653,"Vanessa Lee",NA,female,"Stage, Screen and RadioActor"
654,"Nancy Spain",http://en.wikipedia.org/wiki/Nancy_Spain,female,WritingJournalism
655,"Frances Day",http://en.wikipedia.org/wiki/Frances_Day,female,"Stage, Screen and RadioActor"
656,"Sidonie Goossens",http://en.wikipedia.org/wiki/Sidonie_Goossens,female,"MusicClassical MusicString Player"
657,"Eileen Joyce",http://en.wikipedia.org/wiki/Eileen_Joyce,female,"MusicClassical MusicPianist"
658,"Ursula Jeans",http://en.wikipedia.org/wiki/Ursula_Jeans,female,"Stage, Screen and RadioActor"
659,"Barbara Kelly",http://en.wikipedia.org/wiki/Barbara_Kelly,female,"Stage, Screen and RadioActorBroadcasting"
660,"Pat Kirkwood",http://en.wikipedia.org/wiki/Pat_Kirkwood,female,"Stage, Screen and RadioActor"
661,"Pat Smythe",http://en.wikipedia.org/wiki/Pat_Smythe,female,SportEquestrian
662,"Harriet Cohen",http://en.wikipedia.org/wiki/Harriet_Cohen,female,"MusicClassical MusicPianist"
663,"Dorothy Tutin",http://en.wikipedia.org/wiki/Dorothy_Tutin,female,"Stage, Screen and RadioActor"
664,"Dorothy Ward",NA,female,"Stage, Screen and RadioActor"
665,"Margaret Leighton",http://en.wikipedia.org/wiki/Margaret_Leighton,female,"Stage, Screen and RadioActor"
666,"Valerie Hobson",http://en.wikipedia.org/wiki/Valerie_Hobson,female,"Stage, Screen and RadioActor"
667,"Jessie Matthews",http://en.wikipedia.org/wiki/Jessie_Matthews,female,"Stage, Screen and RadioMusicComedy Performer"
668,"Vivian De Gurr St George",NA,female,Business
669,"Peggy Cummins",http://en.wikipedia.org/wiki/Peggy_Cummins,female,"Stage, Screen and RadioActor"
670,"Nora Swinburne",http://en.wikipedia.org/wiki/Nora_Swinburne,female,"Stage, Screen and RadioActor"
671,"Geraldine McEwan",http://en.wikipedia.org/wiki/Geraldine_McEwan,female,"Stage, Screen and RadioActor"
672,"Lizbeth Webb",http://en.wikipedia.org/wiki/Lizbeth_Webb,female,"Stage, Screen and RadioMusicActorMusicals"
673,"Pamela Kellino",http://en.wikipedia.org/wiki/Pamela_Kellino,female,"Stage, Screen and RadioWritingActor"
674,"Isabel Jeans",http://en.wikipedia.org/wiki/Isabel_Jeans,female,"Stage, Screen and RadioActor"
675,"Yolande Donlan",http://en.wikipedia.org/wiki/Yolande_Donlan,female,"Stage, Screen and RadioActor"
676,"Moira Lister",http://en.wikipedia.org/wiki/Moira_Lister,female,"Stage, Screen and RadioActor"
677,"Pamela Brown",http://en.wikipedia.org/wiki/Pamela_Brown_(actress),female,"Stage, Screen and RadioActor"
678,"Sheila Sim",http://en.wikipedia.org/wiki/Sheila_Sim,female,"Stage, Screen and RadioActor"
679,"Jean Carson",http://en.wikipedia.org/wiki/Jean_Carson,female,"Stage, Screen and RadioComedy PerformerActor"
680,"Margaret Rutherford",http://en.wikipedia.org/wiki/Margaret_Rutherford,female,"Stage, Screen and RadioActor"
681,"Joy Nichols",http://en.wikipedia.org/wiki/Joy_Nichols,female,"Stage, Screen and RadioBroadcasting"
682,"Ada Reeve",http://en.wikipedia.org/wiki/Ada_Reeve,female,"MusicStage, Screen and RadioActor"
683,"Tessie O'Shea",http://en.wikipedia.org/wiki/Tessie_O%27Shea,female,"Stage, Screen and RadioActor"
684,"Florence Desmond",http://en.wikipedia.org/wiki/Florence_Desmond,female,"Stage, Screen and RadioActor"
685,"Joy Worth",NA,female,"Stage, Screen and RadioBroadcasting"
686,"Binnie Hale",http://en.wikipedia.org/wiki/Binnie_Hale,female,"Stage, Screen and RadioMusicComedy PerformerActor"
687,"Winifred Atwell",http://en.wikipedia.org/wiki/Winifred_Atwell,female,MusicPianist
688,"Vivien Leigh",http://en.wikipedia.org/wiki/Vivien_Leigh,female,"Stage, Screen and RadioActor"
689,"Anne Shelton",http://en.wikipedia.org/wiki/Anne_Shelton_(singer),female,Music
690,"Joan Greenwood",http://en.wikipedia.org/wiki/Joan_Greenwood,female,"Stage, Screen and RadioActor"
691,"Ellaline Terriss",http://en.wikipedia.org/wiki/Ellaline_Terriss,female,"Stage, Screen and RadioActor"
692,"Googie Withers",http://en.wikipedia.org/wiki/Googie_Withers,female,"Stage, Screen and RadioActor"
693,"Dorothy Dickson",http://en.wikipedia.org/wiki/Dorothy_Dickson,female,"Stage, Screen and RadioMusicTheatreMusicals"
694,"Kirsten Flagstad",http://en.wikipedia.org/wiki/Kirsten_Flagstad,female,"MusicClassical Music"
695,"Delia Murphy",http://en.wikipedia.org/wiki/Delia_Murphy,female,"MusicFolk Music"
696,"Anna Neagle",http://en.wikipedia.org/wiki/Anna_Neagle,female,"Stage, Screen and RadioActor"
697,"Jeanne De Casalis",http://en.wikipedia.org/wiki/Jeanne_De_Casalis,female,"Stage, Screen and RadioComedy Performer"
698,"Sybil Thorndike",http://en.wikipedia.org/wiki/Sybil_Thorndike,female,"Stage, Screen and RadioActor"
699,"Elisabeth Schumann",http://en.wikipedia.org/wiki/Elisabeth_Schumann,female,"MusicClassical Music"
700,"Kathleen Harrison",http://en.wikipedia.org/wiki/Kathleen_Harrison,female,"Stage, Screen and RadioActor"
701,"Diana Wynyard",http://en.wikipedia.org/wiki/Diana_Wynyard,female,"Stage, Screen and RadioActor"
702,"Mai Zetterling",http://en.wikipedia.org/wiki/Mai_Zetterling,female,"Stage, Screen and RadioActor"
703,"Sally Ann Howes",http://en.wikipedia.org/wiki/Sally_Ann_Howes,female,"Stage, Screen and RadioActor"
704,"Anne Crawford",http://en.wikipedia.org/wiki/Anne_Crawford,female,"Stage, Screen and RadioActor"
705,"Phyllis Calvert",http://en.wikipedia.org/wiki/Phyllis_Calvert,female,"Stage, Screen and RadioActor"
706,"Jean Kent",http://en.wikipedia.org/wiki/Jean_Kent,female,"Stage, Screen and RadioActor"
707,"Ann Todd",http://en.wikipedia.org/wiki/Ann_Todd,female,"Stage, Screen and RadioActor"
708,"Anona Winn",http://en.wikipedia.org/wiki/Anona_Winn,female,"Stage, Screen and RadioActor"
709,"Kay Hammond",http://en.wikipedia.org/wiki/Kay_Hammond,female,"Stage, Screen and RadioActor"
710,"Constance Cummings",http://en.wikipedia.org/wiki/Constance_Cummings,female,"Stage, Screen and RadioActor"
711,"Yvonne Arnaud",http://en.wikipedia.org/wiki/Yvonne_Arnaud,female,"Stage, Screen and RadioMusicActorClassical MusicPianist"
712,"Sonia Dresdel",http://en.wikipedia.org/wiki/Sonia_Dresdel,female,"Stage, Screen and RadioActor"
713,"Nova Pilbeam",http://en.wikipedia.org/wiki/Nova_Pilbeam,female,"Stage, Screen and RadioActor"
714,"Claire Luce",http://en.wikipedia.org/wiki/Claire_Luce,female,"Stage, Screen and RadioActor"
715,"Margaret Hubble",http://en.wikipedia.org/wiki/Margaret_Hubble,female,"Stage, Screen and RadioBroadcasting"
716,"Joan Edgar",NA,female,"Stage, Screen and RadioBroadcasting"
717,"Mabel Constanduros",http://en.wikipedia.org/wiki/Mabel_Constanduros,female,Writing
718,"Pamela Frankau",http://en.wikipedia.org/wiki/Pamela_Frankau,female,Writing
719,"J B Morton",http://en.wikipedia.org/wiki/J._B._Morton,female,WritingJournalism
720,"Lady Eleanor Smith",http://en.wikipedia.org/wiki/Eleanor_Smith,female,Writing
721,"Beverley Baxter",http://en.wikipedia.org/wiki/Beverley_Baxter,female,"Politics and Public ServicePolitics"
722,"Beatrice Lillie",http://en.wikipedia.org/wiki/Beatrice_Lillie,female,"Stage, Screen and RadioActor"
723,"Joan Jay",NA,female,"Art, Fashion and DesignFashion"
724,"Peter Ackroyd",http://en.wikipedia.org/wiki/Peter_Ackroyd,male,WritingNovelist
725,"Tim Minchin",http://en.wikipedia.org/wiki/Tim_Minchin,male,"MusicStage, Screen and RadioComposer or LyricistComedy Performer"
726,"Jamie Cullum",http://en.wikipedia.org/wiki/Jamie_Cullum,male,MusicPianist
727,"Jackie Mason",http://en.wikipedia.org/wiki/Jackie_Mason,male,"Stage, Screen and RadioComedy Performer"
728,"Brian Moore",http://en.wikipedia.org/wiki/Brian_Moore_(rugby_union),male,SportRugby
729,"Baron Prescott of Kingston upon Hull",http://en.wikipedia.org/wiki/John_Prescott,male,"Politics and Public ServicePolitics"
730,"James Corden",http://en.wikipedia.org/wiki/James_Corden,male,"Stage, Screen and Radio"
731,"David Attenborough",http://en.wikipedia.org/wiki/David_Attenborough,male,"Nature and ConservationStage, Screen and RadioNaturalistBroadcastingBirds and Animals"
732,"Vikram Seth",http://en.wikipedia.org/wiki/Vikram_Seth,male,WritingNovelist
733,"Paul Johnson",http://en.wikipedia.org/wiki/Paul_Johnson_(writer),male,"Academia and EducationHistory"
734,"Terry Wogan",http://en.wikipedia.org/wiki/Terry_Wogan,male,"Stage, Screen and RadioBroadcasting"
735,"Professor Brian Cox",http://en.wikipedia.org/wiki/Brian_Cox_(physicist),male,"Academia and Education"
736,"Julian Fellowes Baron Fellowes of West Stafford",http://en.wikipedia.org/wiki/Julian_Fellowes,male,"WritingStage, Screen and RadioPlaywright or ScreenwriterActor"
737,"Sir Martin Sorrell",http://en.wikipedia.org/wiki/Martin_Sorrell,male,BusinessEntrepreneur
738,"Bear Grylls",http://en.wikipedia.org/wiki/Bear_Grylls,male,"Travel and Exploration"
739,"Robert Hardy",http://en.wikipedia.org/wiki/Robert_Hardy,male,"Stage, Screen and RadioActor"
740,"Victor Adebowale Baron Adebowale of Thornes","http://en.wikipedia.org/wiki/Victor_Adebowale,_Baron_Adebowale",male,"Politics and Public ServiceCharity and Philanthropy"
741,"Mark Gatiss",http://en.wikipedia.org/wiki/Mark_Gatiss,male,"Stage, Screen and RadioActor"
742,"Michael Johnson",http://en.wikipedia.org/wiki/Michael_Johnson_(track_and_field),male,"SportSports Commentator"
743,"Vidal Sassoon",http://en.wikipedia.org/wiki/Vidal_Sassoon,male,"BusinessArt, Fashion and DesignEntrepreneur"
744,"Arthur Edwards",http://en.wikipedia.org/wiki/Arthur_Edwards,male,"Art, Fashion and DesignPhotography"
745,"Martin Clunes",http://en.wikipedia.org/wiki/Martin_Clunes,male,"Stage, Screen and RadioActor"
746,"Danny Baker",http://en.wikipedia.org/wiki/Danny_Baker,male,"Stage, Screen and RadioBroadcasting"
747,"Michael McIntyre",http://en.wikipedia.org/wiki/Michael_McIntyre,male,"Stage, Screen and RadioWritingComedy PerformerComedy Writing"
748,"Reverend John Graham",http://en.wikipedia.org/wiki/John_Graham,male,"WritingReligion and PhilosophyReligion"
749,"Tony Robinson",http://en.wikipedia.org/wiki/Tony_Robinson,male,"Stage, Screen and RadioWritingActorBroadcastingChildren's Books"
750,"Len Goodman",http://en.wikipedia.org/wiki/Len_Goodman,male,"Stage, Screen and RadioDance"
751,"Alfie Boe",http://en.wikipedia.org/wiki/Alfie_Boe,male,MusicOpera
752,"Roger Waters",http://en.wikipedia.org/wiki/Roger_Waters,male,"MusicPop and RockComposer or Lyricist"
753,"Kwame Kwei-Armah",http://en.wikipedia.org/wiki/Kwame_Kwei-Armah,male,"WritingPlaywright or Screenwriter"
754,"Professor David Phillips",http://en.wikipedia.org/wiki/David_Phillips,male,"Academia and EducationMedicine, Science and Engineering"
755,"Terry Gilliam",http://en.wikipedia.org/wiki/Terry_gilliam,male,"Stage, Screen and RadioWritingDirectorFilmmakerPlaywright or Screenwriter"
756,"Martin Sheen",http://en.wikipedia.org/wiki/Martin_Sheen,male,"Stage, Screen and RadioActor"
757,"Lawrence Dallaglio",http://en.wikipedia.org/wiki/Lawrence_Dallaglio,male,SportRugby
758,"Howard Jacobson",http://en.wikipedia.org/wiki/Howard_Jacobson,male,Writing
759,"Jon Snow",http://en.wikipedia.org/wiki/Jon_Snow,male,"WritingStage, Screen and RadioJournalismBroadcasting"
760,"Rt Hon Alex Salmond",http://en.wikipedia.org/wiki/Alex_Salmond,male,"Politics and Public ServicePolitics"
761,"Gyles Brandreth",http://en.wikipedia.org/wiki/Gyles_Brandreth,male,"WritingStage, Screen and RadioPolitics and Public ServicePlaywright or Screenwriter"
762,"Tony Iveson",http://en.wikipedia.org/wiki/Tony_Iveson,male,"Military and LawMilitary"
763,"Nick Park",http://en.wikipedia.org/wiki/Nick_Park,male,"Stage, Screen and RadioFilmmaker"
764,"Sir Torquil Norman",http://en.wikipedia.org/wiki/Torquil_Norman,male,"BusinessArt, Fashion and DesignArt"
765,"Robert Harris",http://en.wikipedia.org/wiki/Robert_Harris_(novelist),male,Writing
766,"Alice Cooper",http://en.wikipedia.org/wiki/Alice_Cooper,male,"MusicPop and Rock"
767,"Ian McMillan",http://en.wikipedia.org/wiki/Ian_McMillan_(poet),male,"WritingStage, Screen and RadioPoetry"
768,"Lang Lang",http://en.wikipedia.org/wiki/Lang_Lang_(pianist),male,"MusicClassical Music"
769,"Rt Hon Nick Clegg MP",http://en.wikipedia.org/wiki/Nick_Clegg,male,"Politics and Public ServicePolitics"
770,"Michael Mansfield QC",http://en.wikipedia.org/wiki/Michael_Mansfield,male,"Military and LawLawyer"
771,"Johnny Vegas",http://en.wikipedia.org/wiki/Johnny_Vegas,male,"Stage, Screen and RadioComedy Performer"
772,"Sir Tom Jones",http://en.wikipedia.org/wiki/Tom_Jones_(singer),male,"MusicPop and Rock"
773,"Lord Cobbold","http://en.wikipedia.org/wiki/David_Lytton-Cobbold,_2nd_Baron_Cobbold",male,"BusinessRoyal or Aristocracy or Peer"
774,"Jimmy Mulville",http://en.wikipedia.org/wiki/Jimmy_Mulville,male,"WritingComedy Writing"
775,"Tim Robbins",http://en.wikipedia.org/wiki/Tim_Robbins,male,"Stage, Screen and RadioDirectorActor"
776,"Tony Adams",http://en.wikipedia.org/wiki/Tony_Adams_(footballer),male,SportFootball
777,"Lewis Gilbert",http://en.wikipedia.org/wiki/Lewis_Gilbert,male,"Stage, Screen and RadioDirector"
778,"Frank Skinner",http://en.wikipedia.org/wiki/Frank_Skinner,male,"Stage, Screen and RadioComedy Performer"
779,"Gyorgy Pauk",http://en.wikipedia.org/wiki/Gyorgy_Pauk,male,"MusicClassical MusicString Player"
780,"Rob Brydon",http://en.wikipedia.org/wiki/Rob_Brydon,male,"Stage, Screen and RadioWritingComedy PerformerActor"
781,"Frank Cottrell-Boyce",http://en.wikipedia.org/wiki/Frank_Cottrell-Boyce,male,"WritingPlaywright or ScreenwriterNovelist"
782,"Duncan Bannatyne",http://en.wikipedia.org/wiki/Duncan_Bannatyne,male,Business
783,"Sir Clive Woodward",http://en.wikipedia.org/wiki/Sir_Clive_Woodward,male,SportRugby
784,"Professor Jim Al-Khalili",http://en.wikipedia.org/wiki/Jim_Al-Khalili,male,"Medicine, Science and EngineeringScience"
785,"Gok Wan",http://en.wikipedia.org/wiki/Gok_Wan,male,"Stage, Screen and RadioArt, Fashion and DesignBroadcastingFashion"
786,"Frank Warren",http://en.wikipedia.org/wiki/Frank_Warren_(promoter),male,BusinessSportBoxing
787,"James Ellroy",http://en.wikipedia.org/wiki/James_Ellroy,male,"WritingCrime WritingNovelist"
788,"John Copley",http://en.wikipedia.org/wiki/John_Copley,male,"Stage, Screen and RadioMusicTheatreOpera"
789,"David Tennant",http://en.wikipedia.org/wiki/David_Tennant,male,"Stage, Screen and RadioActor"
790,"Sir Michael Caine",http://en.wikipedia.org/wiki/Sir_Michael_Caine,male,"Stage, Screen and RadioActor"
791,"Lord Sebastian Coe",http://en.wikipedia.org/wiki/Sebastian_Coehttp://en.wikipedia.org/wiki/Seb_Coe,male,"SportPolitics and Public ServicePrizewinner or Record BreakerAthleticsPoliticsPublic Servant"
792,Morrissey,http://en.wikipedia.org/wiki/Morrissey,male,"MusicPop and Rock"
793,"Sir Stuart Rose",http://en.wikipedia.org/wiki/Sir_Stuart_Rose,male,Business
794,"Anthony Julius",http://en.wikipedia.org/wiki/Anthony_Julius,male,"Military and LawWritingLawyer"
795,"Jerry Springer",http://en.wikipedia.org/wiki/Jerry_Springer,male,"Stage, Screen and RadioBroadcasting"
796,"Professor Colin Pillinger",http://en.wikipedia.org/wiki/Colin_Pillinger,male,"Medicine, Science and EngineeringScience"
797,"Jan Pienkowski",http://en.wikipedia.org/wiki/Jan_Pienkowski,male,"Art, Fashion and DesignArt"
798,"Steve Coogan",http://en.wikipedia.org/wiki/Steve_Coogan,male,"Stage, Screen and RadioWritingComedy PerformerActorProducer"
799,"Barry Manilow",http://en.wikipedia.org/wiki/Barry_Manilow,male,"MusicPop and Rock"
800,"Roberto Alagna",http://en.wikipedia.org/wiki/Roberto_Alagna,male,"MusicClassical MusicOpera"
801,"Nicky Haslam",http://en.wikipedia.org/wiki/Nicky_Haslam,male,"Art, Fashion and DesignArtDesign"
802,"Hugh Fearnley-Whittingstall",http://en.wikipedia.org/wiki/Hugh_Fearnley-Whittingstall,male,"Food and DrinkWritingStage, Screen and RadioChefBroadcasting"
803,"David Mitchell",http://en.wikipedia.org/wiki/David_Mitchell_(actor),male,"Stage, Screen and RadioWritingComedy PerformerComedy Writing"
804,"Professor Hugh Pennington",http://en.wikipedia.org/wiki/Hugh_Pennington,male,"Medicine, Science and EngineeringScience"
805,"Harvey Goldsmith",http://en.wikipedia.org/wiki/Harvey_Goldsmith,male,"BusinessStage, Screen and RadioMusicImpresario"
806,"Martin Shaw",http://en.wikipedia.org/wiki/Martin_Shaw,male,"Stage, Screen and RadioActor"
807,"Lord Denis Healey",http://en.wikipedia.org/wiki/Lord_Healeyhttp://en.wikipedia.org/wiki/Denis_Healey,male,"Politics and Public ServicePolitics"
808,"Piers Morgan",http://en.wikipedia.org/wiki/Piers_Morgan,male,"WritingStage, Screen and RadioJournalismBroadcasting"
809,"Barry Humphries",http://en.wikipedia.org/wiki/Barry_Humphries,male,"Stage, Screen and RadioArt, Fashion and DesignComedy Performer"
810,"Peter Sallis",http://en.wikipedia.org/wiki/Peter_Sallis,male,"Stage, Screen and RadioActor"
811,"Sebastian Faulks",http://en.wikipedia.org/wiki/Sebastian_Faulks,male,WritingNovelist
812,"Baaba Maal",http://en.wikipedia.org/wiki/Baaba_Maal,male,"MusicFolk Music"
813,"Richard Madeley",http://en.wikipedia.org/wiki/Richard_Madeley,male,"Stage, Screen and RadioBroadcasting"
814,"Lord Rix","http://en.wikipedia.org/wiki/Brian_Rix,_Baron_Rix",male,"Stage, Screen and RadioPolitics and Public ServiceActor"
815,"David Walliams",http://en.wikipedia.org/wiki/David_Walliams,male,"Stage, Screen and RadioSportWritingComedy PerformerWater SportsComedy WritingNovelist"
816,"David Suchet",http://en.wikipedia.org/wiki/David_Suchet,male,"Stage, Screen and RadioActor"
817,"Thomas Quasthoff",http://en.wikipedia.org/wiki/Thomas_Quasthoff,male,"MusicClassical MusicOpera"
818,"Alan Sillitoe",http://en.wikipedia.org/wiki/Alan_Sillitoe,male,WritingNovelist
819,"Rt Hon Vincent Cable MP",http://en.wikipedia.org/wiki/Vincent_Cable,male,"Politics and Public ServicePolitics"
820,"Simon Murray",http://en.wikipedia.org/wiki/Simon_Murray,male,"BusinessTravel and ExplorationExplorer"
821,"James Nesbitt",http://en.wikipedia.org/wiki/James_Nesbitt,male,"Stage, Screen and RadioActor"
822,"Michael Deeley",http://en.wikipedia.org/wiki/Michael_Deeley,male,"Stage, Screen and RadioFilmmakerProducer"
823,"Marcus Du Sautoy",http://en.wikipedia.org/wiki/Marcus_du_Sautoy,male,"Academia and Education"
824,"Michael Eavis",http://en.wikipedia.org/wiki/Michael_Eavis,male,Business
825,"Rt Hon David Davis MP",http://en.wikipedia.org/wiki/David_Davis_(British_politician),male,"Politics and Public ServicePolitics"
826,"Allan Ahlberg",http://en.wikipedia.org/wiki/Allan_Ahlberg,male,"WritingChildren's Books"
827,"Ian Bostridge",http://en.wikipedia.org/wiki/Ian_Bostridge,male,"MusicClassical MusicOpera"
828,"Randy Newman",http://en.wikipedia.org/wiki/Randy_Newman,male,"MusicPop and RockComposer or Lyricist"
829,"Sanjeev Bhaskar",http://en.wikipedia.org/wiki/Sanjeev_Bhaskar,male,"Stage, Screen and RadioActorDirector"
830,"David McVicar",http://en.wikipedia.org/wiki/David_McVicar,male,"Stage, Screen and RadioMusicTheatreOpera"
831,"A C Grayling",http://en.wikipedia.org/wiki/A._C._Grayling,male,"Academia and EducationReligion and PhilosophyPhilosophy"
832,"Richard Ingrams",http://en.wikipedia.org/wiki/Richard_Ingrams,male,"WritingJournalismComedy Writing"
833,"John Stefanidis",http://en.wikipedia.org/wiki/John_Stefanidis,male,"Art, Fashion and DesignDesign"
834,"Antonio Carluccio",http://en.wikipedia.org/wiki/Antonio_Carluccio,male,"Food and DrinkWritingStage, Screen and RadioChefFood and Drink WritingBroadcasting"
835,"Ara Darzi",http://en.wikipedia.org/wiki/Ara_Darzi,male,"Medicine, Science and EngineeringPolitics and Public ServiceMedicinePolitics"
836,"Peter Carey",http://en.wikipedia.org/wiki/Peter_Carey_(novelist),male,"WritingPrizewinner or Record BreakerNovelist"
837,"Bill Bailey",http://en.wikipedia.org/wiki/Bill_Bailey,male,"Stage, Screen and RadioMusicComedy Performer"
838,"Lord Woolf","http://en.wikipedia.org/wiki/Harry_Woolf,_Baron_Woolf",male,"Military and LawJudge"
839,"Howard Goodall",http://en.wikipedia.org/wiki/Howard_Goodall,male,"MusicComposer or Lyricist"
840,"Stanley McMurtry",http://en.wikipedia.org/wiki/Stanley_McMurtry,male,"Art, Fashion and DesignArt"
841,"Tariq Ali",http://en.wikipedia.org/wiki/Tariq_Ali,male,"WritingStage, Screen and RadioAcademia and EducationPolitics and Public ServiceBroadcastingHistoryNovelistCampaigner"
842,"Michael Ball",http://en.wikipedia.org/wiki/Michael_Ball_(singer),male,MusicMusicals
843,"David Dimbleby",http://en.wikipedia.org/wiki/David_Dimbleby,male,"Stage, Screen and RadioWritingBroadcastingJournalism"
844,"Martin Evans",http://en.wikipedia.org/wiki/Martin_Evans,male,"Medicine, Science and EngineeringPrizewinner or Record BreakerScience"
845,"Oleg Gordievsky",http://en.wikipedia.org/wiki/Oleg_Gordievsky,male,"Politics and Public ServiceForeign Affairs"
846,"Rory Stewart",http://en.wikipedia.org/wiki/Rory_Stewart,male,"WritingPolitics and Public ServiceTravel and ExplorationTravel WritingForeign Affairs"
847,"Simon Rattle",http://en.wikipedia.org/wiki/Simon_Rattle,male,MusicConductor
848,"John Humphrys",http://en.wikipedia.org/wiki/John_Humphrys,male,"Stage, Screen and RadioWritingBroadcastingJournalism"
