1,1,1.,0
1,2,2.,0
1,3,3.,0
1,4,4.,0
1,5,5.,1
1,6,6.,0
1,7,7.,0
1,8,8.,0
2,9,1.,0
2,10,2.,0
2,11,3.,0
2,12,4.,0
2,13,5.,0
2,14,6.,1
2,15,7.,0
2,16,8.,0
3,17,1.,0
3,18,2.,0
3,19,3.,0
3,9,4.,0
3,20,5.,0
3,21,6.,0
3,22,7.,0
3,23,8.,1
4,24,1.,0
4,25,2.,0
4,26,3.,0
4,27,4.,0
4,28,5.,0
4,29,6.,0
4,30,7.,0
4,31,8.,0
