3870;|Ron Moody|;|You've Got To Pick A Pocket Or Two|;
3871;|Charlie Drake|;|Mr Custer|;
3872;|The Beverley Sisters|;|Cottage For Sale|;
3873;|Maurice Chevalier|;|Nobody's Using It Now|;
3874;|The Brothers Four|;|Green Leaves Of Summer|;
3875;|Nikolai Andreyevich Rimsky-korsakov|;|Battle Of Kershenetz (from The Legend Of The Invisible City Of Kitezh)|;|Orchestra: Boston Symphony Orchestra Conductor: Serge Koussevitzky|
3876;|Igor Stravinsky|;|Russian Maiden's Song (from Mavra)|;|Soloist: Nathan Milstein, Leon Pommers|
3877;|Benjamin Britten|;|Fanfare (from Les Illuminations)|;|Soloist: Peter Pears Orchestra: New Symphony Orchestra Conductor: Eugene Goossens|
3878;|Pyotr Ilyich Tchaikovsky|;|On The Golden Cornfields, Op.57/2|;|Soloist: Oda Slobodskaya, Ivor Newton|
3879;|Feodor Chaliapin|;|The Miller's Aria (from The Rusalka)|;
3880;|Sergey Vasilievich Rachmaninov|;|Powder And Paint, Op.41/3|;|Soloist: Nadezha Plevitskaya, Sergei Rachmaninov|
3881;|King George V|;|Message To The Empire (25 December 1939)|;
3882;|Webster Booth|;|Homing|;
3883;|Charles Dickens|;|Dombey And Sons|;|Artist: Emlyn Williams|
3884;|Sound Effects|;|Bells Of St Mary's, Puddletown, Dorset - Victory Day (8 May 1945)|;
3885;|Harold Arlen|;|House Of Flowers|;|Conductor: Harold Arlen|
3886;|Domenico Modugno|;|Lazzarella|;
3887;|Eydie Gorme|;|Taking A Chance On Love|;
3888;|Yves Montand|;|Les Enfants Qui S'aiment|;
3889;|The Dave Brubeck Quartet|;|Ode To A Cowboy|;
3890;|Wolfgang Amadeus Mozart|;|Andante For Flute And Orchestra In C Major, K315|;|Soloist: Camillo Wanausek Orchestra: Vienna Pro Musica Chamber Orchestra|
3891;|Joe Williams|;|Roll 'em, Pete|;|Artist: Count Basie And His Orchestra|
3892;|William Shakespeare|;|Now Is The Winter Of Our Discontent (from Richard Iii)|;|Artist: Laurence Olivier|
3893;|Pyotr Ilyich Tchaikovsky|;|Swan Lake - Dance Of The Little Swans|;|Orchestra: Orchestre De La Suisse Romande Conductor: Ernest Ansermet|
3894;|Winston Churchill|;|This Was Their Finest Hour (speech, 18 June 1940)|;
3895;|Gervase Elwes|;|Sigh No More Ladies|;
3896;|William Shakespeare|;|Closet Scene (from Hamlet)|;|Artist: John Gielgud, Coral Browne|
3897;|Stanley Holloway|;|The Lion And Albert|;
3898;|Buddy De Franco|;|I Was Doing All Right|;|Artist: Oscar Peterson|
3899;|Jean Sibelius|;|Symphony No. 1 In E Minor|;|Orchestra: Halle Orchestra Conductor: John Barbirolli|
3900;|Leonard Bernstein|;|West Side Story|;|Conductor: Max Goberman|
3901;|Jeri Southern|;|No Moon At All|;
3902;|Joseph Haydn|;|String Quartet In G Major, Op. 77/1|;|Orchestra: Amadeus String Quartet|
3903;|Jimmie Lunceford And His Orchestra|;|T'ain't What You Do|;
3904;|Mazowsze Choral Ensemble|;|The Little Quail|;
3905;|Modest Petrovich Mussorgsky|;|I Have Attained The Highest Power (from Boris Godunov)|;|Soloist: Feodor Chaliapin|
3906;|Mistinguett|;|Ca C'est Paris|;
3907;|William Shakespeare|;|To Be Or Not To Be (from Hamlet)|;|Artist: Henry Ainley|
3908;|Sammy Davis Jr.|;|Because Of You|;
3909;|The Chipmunks|;|The Chipmunk Song|;
3910;|Frank Sinatra|;|Lonely Town|;
3911;|Harry Secombe|;|We'll Keep A Welcome|;
3912;|Shirley Bassey|;|A Foggy Day|;
3913;|Melodi Light Orchestra|;|The Lark In The Clear Air|;
3914;|Natalino Otto|;|Carina|;
3915;|Dutch Barrel Organ|;|Bourrasque|;
3916;|Charles-francois Gounod|;|Ah! Je Ris (jewel Song) (from Faust)|;|Soloist: Victoria De Los Angeles Orchestra: Paris Opera Orchestra Conductor: Andre Cluytens|
3917;|Reda Caire|;|Ma Normandie|;
3918;|Jules Massenet|;|Elegie|;|Orchestra: Hollywood Bowl Symphony Orchestra Conductor: Carmen Dragon|
3919;|Billie Holiday|;|Don't Explain|;
3920;|Kay Thompson|;|Violins|;
3921;|Andres Segovia|;|Tremolo Study|;
3922;|Eddie Heywood His Orchestra|;|Begin The Beguine|;
3923;|Inmates Of The Mississippi State Penitentiary|;|Early Morning|;
3924;|Amilcare Ponchielli|;|L'amo Come Il Fulgor Del Creato (from La Gioconda)|;|Soloist: Gina Cigna, Cloe Elmo Orchestra: Eiar Symphony Orchestra|
3925;|Vincenzo Bellini|;|Come Per Me Sereno (from La Sonnambula)|;|Soloist: Amlita Galli-curci|
3926;|Charles-francois Gounod|;|O D'amor Messaggera (from Mireille)|;|Soloist: Luisa Tetrazzini|
3927;|Elvira De Hidalgo|;|Carceleras|;
3928;|Lennie Niehaus|;|Have You Met Miss Jones?|;
3929;|The Ray Ellington Quartet|;|Things Ain't What They Used To Be|;
3930;|Patrick Waddington Peggy Cochrane|;|Lazy Day|;
3931;|Jack Payne His Orchestra|;|There's A Small Hotel|;
3932;|Wally Stott His Orchestra|;|Westminster Waltz|;
3933;|Sergey Vasilievich Rachmaninov|;|Symphony No. 3 In A Minor|;|Orchestra: Philharmonia Orchestra Conductor: Sergei Rachmaninov|
3934;|Ethel Waters|;|St Louis Blues|;
3935;|Duke Ellington His Orchestra|;|Cotton Club Stomp|;
3936;|William Shakespeare|;|Wilt Thou Be Gone? (from Romeo And Juliet)|;|Artist: John Gielgud, Pamela Brown|
3937;|Louis Armstrong|;|Tight Like This|;
3938;|Paul Whiteman's Rhythm Boys|;|Mississippi Mud|;
3939;|Frank Sinatra|;|The Things We Did Last Summer|;
3940;|Lennie Niehaus|;|June In January|;
3941;|Johannes Brahms/lovett-smith|;|Cradle Song , Op. 49/4|;|Orchestra: Boston Promenade Orchestra Conductor: Kurt Fiedler|
3942;|Ella Fitzgerald|;|I Get A Kick Out Of You|;
3943;|Mel Torme|;|The Four Winds And The Seven Seas|;
3944;|Gustav Mahler|;|Um Mitternacht (from Ruckert-lieder)|;|Soloist: Kathleen Ferrier Orchestra: Vienna Philharmonic Orchestra Conductor: Bruno Walter|
3945;|Richard Strauss|;|Freundliche Vision, Op. 48/1|;|Soloist: Elisabeth Schumann, Ivor Newton|
3946;|Hugo Wolf|;|Sterb' Ich, So Hullt In Blumen (frm Italian Songbook)|;|Soloist: Dietrich Fischer-dieskau, Hertha Klust|
3947;|Henri Duparc|;|Serenade Florentine|;|Soloist: Gerard Souzay, Jacqueline Bonneau|
3948;|Lotte Lehmann|;|Wien, Du Stadt Meinen Traume|;
3949;|Robert Schumann|;|Carnaval|;|Soloist: Myra Hess|
3950;|Johann Sebastian Bach|;|Well-tempered Clavier, Book 1 - Prelude Fugue In E Flat Minor|;|Soloist: Harriet Cohen|
3951;|Eartha Kitt|;|The Day That The Circus Left Town|;
3952;|Francis Poulenc|;|Les Dialogues Des Carmelites|;|Soloist: Liliane Berton, Denise Duval Orchestra: Paris Opera Orchestra|
3953;|Bela Bartok|;|Duke Bluebeard's Castle|;|Soloist: Judith Hellwigh, Endre Koreh Orchestra: National Symphony Orchestra Conductor: Walter Susskind|
3954;|Yves Montand|;|Grands Boulevards|;
3955;|Minneapolis Symphony Orchestra|;|An American In Paris|;
3956;|Enrique Granados|;|La Maja Dolorosa (from Tonadillas)|;|Soloist: Victoria De Los Angeles, Gerald Moore|
3957;|Gabriel Faure|;|Mandoline (opus 58, No 1)|;|Soloist: Gerard Souzay, Jacqueline Bonneau|
3958;|Johann Sebastian Bach|;|Italian Concerto In F Major|;|Soloist: George Malcolm|
3959;|Ben Jonson|;|The Triumph|;|Artist: John Gielgud|
3960;|Jack Buchanan|;|And Her Mother Came Too|;
3961;|Edouard Lalo|;|Vainement Ma Bien-aimeee (from Le Roi D'ys)|;|Soloist: Beniamino Gigli|
3962;|Giorgio Tozzi|;|This Nearly Was Mine|;
3963;|Shirley Jones|;|You'll Never Walk Alone|;
3964;|The Four Preps|;|Big Man|;
3965;|Frank Sinatra|;|Young At Heart|;
3966;|Rogers Hart|;|Slaughter On Tenth Avenue (from On Your Toes)|;
3967;|Harry Belafonte|;|Danny Boy|;
3968;|Mel Torme|;|I Know Why|;
3969;|Unknown|;|It's A Blue World|;
3970;|Frank Sinatra|;|Try A Little Tenderness|;
3971;|Prudence|;|A Smile And A Ribbon|;
3972;|Cyril Blake And His Jigs Club Band|;|Cyril's Blues|;
3973;|Carbonerillo Di Jerez Andres Conde|;|Pasodoble; Te Quiero|;
3974;|Peter Ustinov|;|Phoney Folklore|;
3975;|Elisabeth Schwarzkopf|;|Stille Nacht, Heilige Nacht|;
3976;|Victoria De Los Angeles Gerald Moore|;|Clavelitos|;
3977;|Rosa Ponselle|;|Pace, Pace Mio Dio|;
3978;|Franz Schubert|;|Abschied (from Schwanengesang)|;|Soloist: Elena Gerhardt|
3979;|Anna Magnani|;|Capricciatiello|;
3980;|Carmen Amaya And Company|;|Alegrias|;
3981;|Elizabeth Seal|;|Dis-donc, Dis-donc|;
3982;|Gamelan Orchestra From Pliatan, Indonesia|;|Bumblebee From Music From Bali|;
3983;|Gertrude Lawrence|;|One Life To Live|;
3984;|Lena Horne|;|Come Runnin'|;
3985;|Johannes Brahms|;|Ihr Habt Nun Traurigkeit (from German Requiem)|;|Soloist: Elisabeth Schwarzkopf Choir: Singverein Der Gesellschaft Der Musikfreunde In Wien Orchestra: Vienna Philharmonic Orchestra Conductor: Herbert Von Karajan|
3986;|Johann Strauss Ii|;|Vienna Blood Waltz|;|Soloist: Elisabeth Schwarzkopf, Nicolai Gedda Orchestra: Philharmonia Orchestra Conductor: Otto Ackermann|
3987;|Wolfgang Amadeus Mozart|;|An Chloe (k. 524)|;|Soloist: Elisabeth Schwarzkopf, Walter Gieseking|
3988;|Hugo Wolf|;|Elfenlied (from Morike Lieder)|;|Soloist: Elisabeth Schwarzkopf, Gerald Moore|
3989;|Giuseppe Verdi|;|Tutto Nel Mondo E Burla (from Falstaff)|;|Soloist: Elisabeth Schwarzkopf, Fedora Barbieri, Nan Merriman Et Al Orchestra: Philharmonia Orchestra And Chorus Conductor: Herbert Von Karajan|
3990;|Count Basie His Orchestra|;|Jumpin' At The Woodside|;
3991;|Erroll Garner Trio|;|Misty|;
3992;|Nat King Cole And The Four Knights|;|My Personal Possession|;
3993;|Ted Heath His Music|;|The Champ|;
3994;|Billy Eckstine|;|I Apologize|;
3995;|Tommy Dorsey Duke Ellington And His Famous Orchestra|;|Tonight I Shall Sleep|;
3996;|Billie Holiday|;|No More|;
3997;|Robert Farnon His Orchestra|;|April In Paris|;
3998;|Frederic Chopin|;|Prelude In C Major, Op. 28/1|;|Soloist: Alfred Cortot|
3999;|Gina Cigna|;|Suicidio (from La Gioconda)|;
4000;|Gracie Fields|;|Now Is The Hour|;
4001;|Harry Acres And His Orchestra|;|We'll Gather Lilacs|;
4002;|Pyotr Ilyich Tchaikovsky|;|Swan Lake - Dance Of The Swans|;|Orchestra: London Symphony Orchestra Conductor: Anatole Fistoulari|
4003;|Evelyn Laye|;|Joseph|;|Artist: Huntley Wright|
4004;|Cecile Louise Chaminade|;|Pierrette|;|Soloist: Max Darewski|
4005;|Vanessa Lee|;|The Violin Began To Play|;
4006;|The Continental|;|A Handful Of Stars|;
4007;|London Coliseum Orchestra|;|Selection From Our Miss Gibbs|;
4008;|Scottish Junior Singers|;|Skye Boat Song|;
4009;|Edvard Grieg|;|Homage March (from Sigurd Jorsalfar)|;|Orchestra: Royal Opera House Orchestra, Covent Garden Conductor: John Hollingsworth|
4010;|Franz Lehar|;|Vilja (from The Merry Widow)|;|Soloist: Elisabeth Schwarzkopf Orchestra: Philharmonia Orchestra And Chorus Conductor: Otto Ackermann|
4011;|Soviet Army Ensemble|;|Over The Fields|;
4012;|Scholars Of Westminster School|;|The Coronation Of Hm Elizabeth Ii - Greeting|;
4013;|George Frideric Handel|;|Concerto Grosso In G Major, Op. 6/1|;|Orchestra: Boyd Neel String Orchestra|
4014;|Yvonne Printemps|;|Plaisir D'amour|;
4015;|Elvis Presley|;|When My Blue Moon Turns To Gold Again|;
4016;|Judy Garland|;|This Is My Lucky Day|;
4017;|Lennie Niehaus|;|I've Got To Fall In Love Again|;
4018;|Frank Cordell And His Orchestra|;|Solfeggio|;
4019;|Frank Sinatra|;|Makin' Whoopee|;
4020;|Richard Strauss|;|Don Juan|;|Orchestra: Nbc Symphony Orchestra Conductor: Arturo Toscanini|
4021;|Francesco Turini|;|Poema En Forma De Canciones|;|Soloist: Victoria De Los Angeles Orchestra: Philharmonia Orchestra Conductor: Walter Susskind|
4022;|Igor Stravinsky|;|The Firebird Suite|;|Orchestra: Orchestre De La Suisse Romande Conductor: Ernest Ansermet|
4023;|Jean Sablon|;|Le Fiacre|;
4024;|Ludwig Van Beethoven|;|Symphony No. 8 In F Major|;|Orchestra: Nbc Symphony Orchestra Conductor: Arturo Toscanini|
4025;|Chris Barber's Jazz Band|;|The World Is Waiting For The Sunrise|;
4026;|Manuel De Falla|;|Act 2 Chorus (from La Vida Breve)|;|Orchestra: Capilla Clasica Polifonica, Barcelona Opera Orchestra|
4027;|Giuseppe Verdi|;|Otello Act 1|;|Orchestra: Nbc Symphony Orchestra And Chorus Conductor: Arturo Toscanini|
4028;|Oscar Wilde|;|The Importance Of Being Ernest|;|Artists: John Gielgud, Edith Evans|
4029;|Richard Tauber|;|All The Things You Are|;
4030;|Amalia Rodrigues|;|No Me Tires Indire|;|Artist: Jamie Santos And Santos Moreira|
4031;|Benjamin Britten|;|The Foggy, Foggy Dew|;|Soloist: Peter Pears, Benjamin Britten|
4032;|Lennie Niehaus|;|Bali Ha'i|;
4033;|Richard Rodgers|;|The Song Of The High Seas|;|Orchestra: Nbc Symphony Orchestra|
4034;|Judy Garland|;|The Man That Got Away|;
4035;|Roberto Murolo|;|Guaglione|;
4036;|Giuseppe Verdi|;|Gia Nella Notte Densa (love Duet) (from Otello)|;|Soloist: Renata Tebaldi, Mario Del Monaco Orchestra: Santa Cecilia Orchestra, Rome|
4037;|Wildlife Recording|;|Dawn Chorus|;
4038;|Dol Dauber Salon Orchestra|;|Immer Oder Nimmer|;
4039;|Giacomo Puccini|;|La Boheme Act 3|;|Soloist: Victoria De Los Angeles, Jussi Bjorling, Lucine Amara, Robert Merrill Orchestra: Rca Victor Symphony Orchestra Conductor: Thomas Beecham|
4040;|King's College Chapel Choir|;|Three Kings|;
4041;|Ruggero Leoncavallo|;|Mattinata|;|Soloist: Beniamino Gigli|
4042;|Fritz Kreisler|;|The Old Refrain|;
4043;|Sir Harry Lauder|;|Roaming In The Gloaming|;
4044;|Joseph Hislop|;|Turn Ye To Me|;
4045;|London Palladium Orchestra|;|Incidental Music To Peter Pan|;
4046;|The Revellers|;|Oh Miss Hannah|;
4047;|Lennie Niehaus|;|White Christmas|;
4048;|Frank Sinatra|;|It's Easy To Remember|;
4049;|Ella Fitzgerald|;|They Can't Take That Away From Me|;|Artist: Louis Armstrong|
4050;|Alma Cogan|;|You, Me And Us|;
4051;|Columbia Pictures Orchestra|;|Moonglow|;
4052;|Mary Kaye Trio|;|Mad About The Boy|;
4053;|Wildlife Recording|;|Call Of A Blackbird|;
4054;|Danny Kaye|;|The Ugly Duckling|;
4055;|Ralph Vaughan Williams|;|Romance For Harmonica In D Flat Major|;|Soloist: Larry Adler|
4056;|Dylan Thomas|;|Poem In October|;|Artist: Richard Burton|
4057;|William Shakespeare|;|Hamlet Act 3, Scene 2|;|Artist: Laurence Olivier, Harcourt Williams|
4058;|Sir William Walton|;|St Crispin's Day Speech (from Henry V)|;|Artist: Laurence Olivier Orchestra: The Philharmonia Orchestra Conductor: William Walton|
4059;|Richard Wagner|;|Tristan Und Isolde Act 1|;|Soloist: Kirsten Flagstad Orchestra: The Philharmonia Orchestra Conductor: Wilhelm Furtwangler|
4060;|Wolfgang Amadeus Mozart|;|Prendero Quel Brunettino (from Cosi Fan Tutte)|;|Soloist: Sena Jurinac, Blanche Thebom Orchestra: Glyndebourne Festival Orchestra|
4061;|Ferde Grofe|;|On The Trail|;|Orchestra: Andre Kostelanetz Orchestra|
4062;|Hector Berlioz|;|Le Spectre De La Rose (from Les Nuits D'ete)|;|Soloist: Victoria De Les Angeles Orchestra: Boston Symphony Orchestra Conductor: Charles Munch|
4063;|Lawrence Winters|;|I Got Plenty Of Nuttin'|;
4064;|Don Cossack Choir|;|Along The St Petersburg Road|;
4065;|Pyotr Ilyich Tchaikovsky|;|Variations On A Rococo Theme|;|Orchestra: Philharmonia Orchestra Conductor: Malcolm Sargent|
4066;|Giuseppe Verdi|;|Tutte Le Feste Al Tempio (from Rigoletto)|;|Soloist: Maria Callas, Tito Gobbi Orchestra: Orchestra Of La Scala Opera House, Milan Conductor: Tullio Serafin|
4067;|The Royal Choral Society|;|Ding Dong, Merrily On High|;
4068;|Frederic Chopin|;|Etude In A Flat Major, Op. 25/1|;|Soloist: Shura Cherkassky|
4069;|Victor Borge|;|A Mozart Opera|;
4070;|Coronation Of Hm Queen Elizabeth Ii|;|Anthem And Greeting|;
4071;|Eric Coates|;|Elizabeth Tudor (from The Three Elizabeths Suite)|;|Orchestra: New Symphony Orchestra Conductor: Albert Coates|
4072;|Jack Hulbert|;|My Hat's On The Side Of My Head|;
4073;|Mary Martin|;|A Wonderful Guy|;
4074;|National Symphony Orchestra|;|Halcyon Days And Elizabeth Tudor|;
4075;|The Mills Brothers|;|I'll Be Around|;
4076;|Lennie Niehaus|;|I'll Be Seeing You|;
4077;|Paul Robeson|;|St Louis Blues|;
4078;|Andre Kostelanetz Orchestra|;|Hallelujah|;
4079;|Richard Strauss|;|Ohne Mich Jeder Tag (from Der Rosenkavalier)|;|Soloist: Richard Mayr Orchestra: Vienna Philharmonic Orchestra|
4080;|Sir Harry Lauder|;|Stop Yer Tickling, Jock|;
4081;|Johann Sebastian Bach|;|Brandenburg Concerto No. 5 In D Major - 1st Movement|;|Orchestra: Stuttgart Chamber Orchestra|
4082;|Johann Sebastian Bach|;|Brandenburg Concerto No. 5 In D Major - 2nd Movement|;|Orchestra: Stuttgart Chamber Orchestra|
4083;|Johann Sebastian Bach|;|Brandenburg Concerto No. 5 In D Major - 3rd Movement|;|Orchestra: Stuttgart Chamber Orchestra|
4084;|Gordon Macrae|;|Oh What A Beautiful Morning|;
4085;|Victor Silvester His Ballroom Orchestra|;|Tea For Two|;
4086;|Ivor Novello|;|Mountain Dove And The Gates Of Paradise|;|Soloist: Gilbert, Martin, Lee|
4087;|Carroll Gibbons|;|Time On My Hands|;
4088;|Lennie Niehaus|;|Begin The Beguine|;
4089;|Johann Strauss Ii|;|Nuns' Chorus (from Casanova)|;|Soloist: Anni Frind Orchestra: Chorus And Orchestra Des Grossen Schauspielhauses, Berlin|
4090;|Judy Garland|;|Lose That Long Face|;
4091;|London Palladium Orchestra|;|Peter Pan|;
4092;|Pipes And Drums Of Hm 2nd Battalion Scots Guards|;|Cock O' The North|;
4093;|Gene Kelly|;|I Like Myself|;
4094;|Richard Rodgers Oscar Hammerstein Ii|;|The Carousel Waltz|;
4095;|Bob Crosby's Bobcats|;|March Of The Bob Cats|;
4096;|Lennie Niehaus|;|Long Ago And Far Away|;
4097;|King's College Chapel Choir|;|The Infant King|;
4098;|Johannes Brahms|;|Intermezzo In A Minor, Op. 118/1|;|Soloist: Artur Schnabel|
4099;|Johann Sebastian Bach|;|Bist Du Bei Mir (from Anna Magdalena Notebook)|;|Artist: Elisabeth Schwarzkopf/gerald Moore|
4100;|Frederic Chopin|;|Waltz In A Flat Major|;|Soloist: Dinu Lipatti|
4101;|John Mccormack|;|I'll Walk Beside You|;
4102;|Wolfgang Amadeus Mozart|;|Symphony No. 35 In D Major 'haffner'|;|Orchestra: Royal Philharmonic Orchestra Conductor: Thomas Beecham|
4103;|Gioachino Rossini|;|William Tell Overture|;|Orchestra: Nbc Symphony Orchestra Conductor: Arturo Toscanini|
4104;|Jennie Tourel|;|Down In The Forest|;
4105;|James Stephens|;|The Snare|;
4106;|Gracie Fields|;|Stop And Shop At The Co-op Shop|;
4107;|Sir Edward Elgar|;|Symphony No. 1 In A Flat Major|;|Orchestra: London Philharmonic Orchestra Conductor: Adrian Boult|
4108;|Schola Cantorum De La Universidad Pontificia De Comillas|;|O Vox Omnes|;
4109;|Kitty Gallagher|;|The Green Autumn Stubble|;
4110;|Wolfgang Amadeus Mozart|;|Non So Piu Cosa Son (from The Marriage Of Figaro)|;|Soloist: Sena Jurinac Orchestra: Vienna Philharmonic Orchestra Conductor: Herbert Von Karajan|
4111;|Monks Of The Abbey Of St Pierre De Solesmes|;|Salve Regina|;
4112;|Kid Ory's Creole Jazz Band|;|When The Saints Go Marching In|;
4113;|Johann Sebastian Bach|;|Well-tempered Clavier, Book 1 - Prelude Fugue In C Minor|;|Soloist: Rosalyn Tureck|
4114;|Adelaide Hall Fats Waller|;|I Can't Give You Anything But Love|;
4115;|Artie Shaw And His Orchestra|;|Concerto For Clarinet|;
4116;|Burl Ives|;|Big Rock Candy Mountain|;
4117;|Leo Delibes|;|Mazurka (from Coppelia)|;|Orchestra: Paris Conservatoire Orchestra Conductor: Roger Desormiere|
4118;|Louis Armstrong|;|Rockin' Chair|;
4119;|Antonio Vivaldi|;|Concerto For Strings In G Major 'alla Rustica'|;|Orchestra: Virtuosi Di Roma Conductor: Renato Fasano|
4120;|Helen Dowdy|;|Strawberry Woman's Call|;
4121;|Igor Stravinsky|;|Petrushka|;|Orchestra: Orchestre De La Suisse Romande Conductor: Ernest Ansermet|
4122;|Edith Piaf|;|Bravo, Pour Le Clown!|;
4123;|Orchestre Des Concerts Lamoureux|;|Les Forains|;|Conductor: Saugnet|
4124;|Orchestre Du Theatre Des Champs-elysees|;|Le Loup|;
4125;|Sacha Guitry|;|Ecoutez Bien, Messieurs|;
4126;|Irewolede Denge|;|Oba Grelegbuwa|;
4127;|Ella Fitzgerald|;|Into Each Life Some Rain Must Fall|;
4128;|Felix Mendelssohn|;|Symphony No. 3 In A Minor 'scottish'|;|Orchestra: London Symphony Orchestra Conductor: Georg Solti|
4129;|Burl Ives|;|The Woman And The Chivalrous Shark|;
4130;|Erroll Garner Piano|;|I Cover The Waterfront|;
4131;|Ottorino Respighi|;|Fountains Of Rome|;|Orchestra: Nbc Symphony Orchestra Conductor: Arturo Toscanini|
4132;|Ottorino Respighi|;|Stornellatrice|;|Soloist: Victoria De Los Angeles, Gerald Moore|
4133;|Sergei Vasilievich Rachmaninoff|;|Rhapsody On A Theme Of Paganini|;|Soloist: Sergei Rachmaninov Orchestra: Philadelphia Orchestra Conductor: Leopold Stokowski|
4134;|Pat Burke|;|I Like You|;
4135;|Pyotr Ilyich Tchaikovsky|;|Francesca Da Rimini|;|Orchestra: New York Philharmonic Orchestra Conductor: Leopold Stokowski|
4136;|Johnny Standley|;|It's In The Book|;
4137;|Isaac Albeniz|;|Iberia|;|Orchestra: Orchestre Des Concerts Lamoureux Conductor: Pedro De Freitas Branco|
4138;|Paul Fenhoulet And Skyrockets Dance|;|It Might As Well Be Spring|;
4139;|Mantovani And His Orchestra|;|Indian Summer|;
4140;|Jose Iturbi|;|Ritual Fire Dance|;
4141;|Lennie Niehaus|;|Granada|;
4142;|Geraldo And The Savoy Orchestra|;|A Nightingale Sang In Berkeley Square|;
4143;|Barbara Lyon|;|Stowaway|;
4144;|Sidney Torch His Orchestra|;|Coronation Scot|;
4145;|Philip Green His Orchestra|;|Tenderly|;
4146;|Eartha Kitt|;|Bal, Petit Bal|;
4147;|Frank Cordell And His Orchestra|;|Mon Pays|;
4148;|Alexander Borodin/sargent|;|Nocturne For String Orchestra|;|Orchestra: Philharmonia String Orchestra Conductor: Malcolm Sargent|
4149;|Charles-francois Gounod|;|O Dieu! Que De Bijoux (from Faust)|;|Artist: Victoria De Los Angeles|
4150;|The Regimental Band Of The Coldstream Guards|;|Tommy Atkins|;
4151;|Stanley Black His Orchestra|;|Play A Simple Melody|;
4152;|Fred Astaire|;|Never Gonna Dance|;
4153;|Tino Rossi|;|Le Bateau Des Iles|;
4154;|Joyce Grenfell|;|Maud|;
4155;|Winifred Atwell|;|Poor John|;
4156;|The Four Freshmen|;|We'll Be Together Again|;
4157;|Unknown|;|Recording Of The Bark Of The Rhodesian Lion Dog|;
4158;|Madame Bertram|;|28 Rational Exercises For Women|;
4159;|Frances Day And Her Knights|;|The Wheels Of Love|;
4160;|June Christy|;|Four Months, Three Weeks, Two Days, One Hour Blues|;|Artist: Stan Kenton And Orchestra|
4161;|Ray Anthony Orchestra|;|It's De-lovely|;
4162;|Duke Ellington His Orchestra|;|Solitude|;
4163;|Mireille|;|Les Trois Gendarmes|;
4164;|Louis Armstrong|;|The Peanut Vendor|;
4165;|Glasgow Orpheus Choir|;|The Herdmaidens Song|;
4166;|Bedrich Smetana|;|The Bartered Bride|;|Orchestra: Royal Philharmonic Orchestra Conductor: Thomas Beecham|
4167;|Pills Et Tabet|;|Couches Dans Le Foin|;
4168;|Peter Warlock|;|Corpus Christi|;|Soloist: Ann Wood, Peter Pears|
4169;|Felix Mendelssohn|;|Hear Ye, Israel (from Elijah)|;|Soloist: Isobel Baillie|
4170;|T S Eliot|;|Murder In The Cathedral|;|Artist: Robert Donat|
4171;|Carl Philipp Emanuel Bach|;|Concerto For Harpsichord And Fortepiano In E Flat Major|;|Soloist: George Malcolm, Charles Spinks|
4172;|Ludwig Van Beethoven|;|String Quartet No. 9 In C Major, Op. 59/3 'rasumovsky'|;|Orchestra: Busch String Quartet|
4173;|Yma Sumac|;|K'arawi|;
4174;|Jules Massenet|;|O Dolce Incanto (from Manon)|;|Artist: Beniamino Gigli|
4175;|Giuseppe Verdi|;|Nel Di Della Vittoria (from Macbeth)|;|Orchestra: Stage Band Orchestra And Chorus Of The Rome Opera House|
4176;|Edvard Grieg|;|From Monte Pincio Op. 39/1|;|Soloist: Kirsten Flagstad Orchestra: Philharmonia Orchestra|
4177;|Beniamino Gigli|;|Core 'ngrato|;|Orchestra: Royal Opera House Orchestra, Covent Garden|
4178;|Edvard Grieg|;|Solveig's Cradle Song (from Peer Gynt)|;|Soloist: Margarete Teschemacher Orchestra: Berlin State Opera Orchestra|
4179;|Bing Crosby Louis Armstrong|;|Gone Fishin'|;
4180;|Noel Coward|;|Uncle Harry|;
4181;|Bela Bartok|;|44 Duos For Two Violins - No. 20|;|Soloist: Victor Aitay, Michael Kuttner|
4182;|Jo Stafford|;|I Wonder As I Wander|;
4183;|Pyotr Ilyich Tchaikovsky|;|I Bless You, Forests (pilgrim's Song), Op. 47/5|;|Soloist: Lawrence Tibbett|
4184;|Stan Kenton And His Orchestra|;|Blues In Burlesque|;
4185;|Ron Goodwin And His Concert Orchestra|;|The London Saga|;
4186;|Camilla Williams|;|Summertime|;
4187;|The Mantovani Orchestra|;|Elegy|;
4188;|Mathew Dickie|;|Ae Fond Kiss|;
4189;|Judy Garland|;|Born In A Trunk|;
4190;|Ethel Merman|;|I Get A Kick Out Of You|;
4191;|Arthur Askey|;|The Worm|;
4192;|Elsie Carlisle|;|Dancing With My Shadow|;
4193;|Jacques Offenbach|;|Barcarolle (from Tales Of Hoffman)|;|Orchestra: New Light Symphony Orchestra|
4194;|Bob Hope Shirley Ross|;|Thanks For The Memory|;
4195;|Jack Hylton His Orchestra|;|Where Or When (from Babes In Arms)|;
4196;|Manolo Leira Y Sus Flamencos|;|Fait Trotter Ta Mule|;
4197;|Harry Torrani|;|Mountain Home Yodel|;
4198;|Alexander Borodin|;|Prince Igor|;|Orchestra: Philharmonia Orchestra|
4199;|Elba Atamirano|;|Io Vendo Unos Ojos Negros|;
4200;|Vittoria|;|Kyrie|;
4201;|Jean Sibelius|;|Tapiola|;|Orchestra: London Symphony Orchestra|
