8051;|Anna Vissi|;|Dodekka|;
8052;|Pyotr Ilyich Tchaikovsky|;|Liturgy Of St John Chrysostom - The Lord's Prayer|;|Choir: Choir Of The Russian Church Metropolitan Of Paris|
8053;|Naftali Herstik|;|Kol Nidrei|;|Choir: The Jerusalem Great Synagogue Choir|
8054;|Ludwig Van Beethoven|;|String Quartet No. 14 In C Sharp Minor, Op. 131 - 1st Movement|;|Orchestra: The Medici String Quartet|
8055;|The Lubarvitches Chorus|;|Tzomoh Lecho Nafshi|;
8056;|Shlomo Carlebach|;|Od Avinu Hay|;
8057;|Sholom Katz|;|Lest We Forget|;
8058;|Peter Dawson|;|The Smugglers' Song|;
8059;|Maurice Andre|;|Trumpet Voluntary|;
8060;|Robin Hall Jimmy Macgregor|;|Ye Canny Shove Yer Granny|;|Artist: Jimmie Macgregor|
8061;|The Children Of Dragon School Oxford|;|Dragon School Song|;
8062;|Patrick Wymark|;|Night Mail|;
8063;|The Botswana Tribe|;|African Tribal Song|;
8064;|Kenneth Mckellar|;|Kishmull's Galley|;
8065;|The Oscar Peterson Trio|;|I Feel Pretty|;
8066;|Billy Mayerl|;|Marigold|;
8067;|Wolfgang Amadeus Mozart|;|Fortunato L'uom Che Prende (finale) (from Cosi Fan Tutte)|;|Soloist: Dame Janet Baker, Nicolai Gedda Et Al Orchestra: The Royal Opera Chouse Orch Chorus|
8068;|Jean Sibelius|;|Symphony No. 1 In E Minor - 1st Movement|;|Orchestra: The Philharmonia And New Philharmonia Orchestra|
8069;|Sir Edward Elgar|;|Enigma Variations - Edu|;|Orchestra: The London Philharmonic Orchestra|
8070;|Ludwig Van Beethoven|;|String Quartet In E Flat Major (beginning)|;|Orchestra: The Melos Quartet|
8071;|Joseph Haydn|;|String Quartet In E Flat Major - 1st Movement|;|Orchestra: The Tatrai Quartet|
8072;|John Field|;|Nocturne No 7 In C|;|Soloist: Rena Kyriakou|
8073;|Johann Sebastian Bach|;|English Suite No. 2 In A Minor - 5th Movement|;|Soloist: Martha Argerich|
8074;|Symphonic Wind Band|;|Caison's March|;
8075;|Wally Badarou|;|The Dachstein Angels|;
8076;|Brian Gascoigne|;|Comfort Ye (from Rock Messiah)|;|Soloist: Madelaine Bell|
8077;|Pat Kilduff The Chieftains|;|The Hunters Purse|;
8078;|Wolfgang Amadeus Mozart|;|Soll Ich Dich, Teurer (from The Magic Flute)|;|Soloist: Irmgard Seefried, Anton Dermota Orchestra: Vienna Philharmonia Orchestra Soloist: Ludwig Weber|
8079;|Russian Orthodox Cathedral Choir Of Paris|;|Great Vespers|;
8080;|James Taylor|;|Home By Another Way|;
8081;|Barbara Hendricks|;|Hold On|;
8082;|Antonio Vivaldi|;|Concerto For Two Mandolins In G Major|;|Orchestra: I Musici|
8083;|Art-tune Co Hong Kong|;|Birdsong On Kung Mountain|;
8084;|The Becketts|;|Me And Robert Foster|;
8085;|Fats Waller|;|Don't Let It Bother You|;
8086;|The German Workers|;|Wann Wir Schreiten|;
8087;|Joan Baez|;|For Sasha|;
8088;|Sidney Bechet|;|Basin Street Blues|;
8089;|Django Reinhardt Stephane Grappelli|;|Night And Day|;
8091;|L Statham|;|Pipers Lament|;|Soloist: Solo Bagpipe|
8092;|Gene Chandler|;|Duke Of Earl|;
8093;|Fela Kuti Afrika 70|;|Alu Jon Jonki Jon|;
8094;|Miles Davis|;|He Loved Him Madly|;
8095;|Nikolai Ivanovitch Kompaneiski|;|Herouvimska Pessen|;|Choir: The Bulgarian State Choir|
8096;|Captain Beefheart His Magic Band|;|Too Much Time|;
8097;|Fairuz|;|Ya Tayr|;
8098;|Dorothy Love Coates|;|Lord Don't Forget About Me|;
8099;|Wolfgang Amadeus Mozart|;|Sinfonia Concertante In E Flat Major - 1st Movement|;|Orchestra: The Prague Chamber Orchestra Soloist: Josef Suk|
8100;|Baldassare Galuppi|;|Sonata No 5 In C Major|;|Soloist: Arturo Benedetti Michelangeli|
8101;|Cab Calloway|;|Minnie The Moocher|;
8102;|Lead Belly|;|Green Corn|;
8103;|Johann Sebastian Bach|;|Magnificat In D Major|;|Orchestra: The Munich Bach Orchestra|
8104;|Giacomo Puccini|;|Act 3 Duet (from La Boheme)|;|Soloist: Placido Domingo, M Caballe|
8105;|Leos Janacek|;|Katya Kabanova Act 3|;|Soloist: Elisabeth Soderstrom, Petr Dvorsky Orchestra: Vienna Philharmonia Orchestra|
8106;|Giuseppe Verdi|;|Il Trovatore|;|Soloist: Elena Obraztsova, Franco Bonisolli Orchestra: The Berlin Philharmonic Orchestra|
8107;|George Gershwin|;|It Ain't Necessarily So (from Porgy And Bess)|;|Soloist: Damon Evans Choir: The Glyndebourne Chorus|
8108;|Giuseppe Verdi|;|Aria (from La Traviata)|;|Soloist: Ileana Cotrubas Orchestra: Bayerisches Staatsorchester|
8109;|Nina Simone|;|To Love Somebody|;
8110;|Bessie Smith|;|T'ain't Nobody's Bizness If I Do|;
8111;|Kris Kristofferson|;|Me And Bobby Mcgee|;
8112;|Johnnie Allan|;|Promised Land|;
8113;|James Galway|;|Bachianas Brasileiras No 5 Aria|;
8114;|Derek Bell And The Chieftans|;|Cian O Heaghra|;
8115;|Sonny Boy Williamson The Yardbirds|;|Pontiac Blues|;
8116;|Paul Brady|;|The Island|;
8117;|Van Morrison|;|Dweller On The Threshold|;
8118;|Sean O Riada|;|Playboy Of The Western World|;
8119;|Choir Of St Mary's Church Of Chuil, Co. Cork|;|Catholic Mass|;
8120;|Django Reinhardt|;|Sweet Georgia Brown|;
8121;|Rita Williams Singers|;|And When They Ask Us (they Didn't Believe Me)|;
8122;|Francis Poulenc|;|Concerto For Two Pianos In D Minor|;|Orchestra: Paris Conservatoire Orchestra|
8123;|Wolfgang Amadeus Mozart|;|Piano Concerto No 27 Second Movement|;|Soloist: Alfred Brendel|
8124;|Binnie Hale|;|Room Five Hundred And Four|;
8125;|Ralph Benatzky|;|Liebesgeschichten|;|Soloist: Greta Keller|
8126;|Giuseppe Verdi|;|Act 2 Duet (from Don Carlos)|;|Soloist: Carlo Bergonzi, Dietrich Fischer-dieskau|
8127;|Joseph Haydn|;|String Quartet In C Major, Op. 76/3 'emperor' - 2nd Movement|;|Orchestra: The Amadeus Quartet|
8128;|Irene Handl Peter Sellers|;|The Critics|;
8129;|Sir Harrison Birtwistle|;|Verses For Ensembles|;|Orchestra: London Sinfonietta|
8130;|Gioachino Rossini|;|Sois Immobile From William Tell|;|Soloist: Maurice Renaud|
8131;|Pierre Boulez|;|Piano Sonata No. 2 - 3rd Movement|;|Soloist: Maurizio Pollini|
8132;|The Gamelans|;|Gending Bonang Babar Layar|;
8133;|Richard Wagner|;|Love Duet (from Die Walkure)|;|Soloist: Jeannine Altmyere And Peter Hofman|
8134;|Gene Kelly|;|Good Morning|;
8135;|Sam Brown And Jack Hylton|;|About A Quarter To Nine|;
8136;|Spike Jones And His City Slickers|;|Cocktails For Trwo|;
8137;|Preservation Hall Jazz Band|;|Bill Bailey, Won't You Please Come Home|;
8138;|William Shakespeare|;|When To The Sessions Of Sweet Silent Thought (sonnet No. 30)|;|Artist: Sir John Gielgud|
8139;|Larry Adler|;|Genevieve|;
8140;|Marian Montgomery|;|What's A Lady Like Me Doing In A Joint Like This|;
8141;|Paul Robeson|;|Land Of My Fathers|;
8142;|Sheila Hancock|;|Little Girls (from Annie)|;
8143;|Wolfgang Amadeus Mozart|;|The Magic Flute Overture|;|Orchestra: The Philharmonia And New Philharmonia Orchestra|
8144;|Dire Straits|;|Tunnel Of Love|;
8145;|U2|;|With Or Without You|;
8146;|John Fox Orchestra|;|Sailing By|;
8147;|Gilbert Sullivan|;|Trial By Jury|;|Artist: D'oyly Carte Opera Company|
8148;|Neil Diamond|;|Cracklin' Rosie|;
8149;|Bert Kaempfert|;|Swinging Safari|;
8150;|Gilbert Sullivan|;|As Some Day It May Happen (from The Mikado)|;|Soloist: Philip Potter Choir: D'oyly Carte Opera Chorus|
8151;|Gilbert Sullivan|;|Loudly Let The Trumpets Bray (entry Of The Peers) (from Iolanthe)|;|Choir: D'oyly Carte Opera Company Orchestra|
8152;|Johann Sebastian Bach|;|English Suite No. 2 In A Minor - Prelude|;|Soloist: Ivo Pogorelich|
8153;|B.b. King|;|Better Not Look Down|;
8154;|Charles Ives|;|Memories|;|Artist: Jan De Gaetani|
8155;|Gustav Mahler|;|Symphony No. 3 In D Minor - 6th Movement|;|Orchestra: London Philharmonic Orchestra|
8156;|Vincent D'indy|;|Symphony On A French Mountain Air (part)|;|Orchestra: The Boston Symphony Orchestra|
8157;|Joan Baez|;|Mary Hamilton|;
8158;|Robert Schumann|;|Scenes From Childhood|;|Ensemble: The Sydney String Quartet|
8159;|Ensemble Of The Bulgarian Republic, Philip Koutev, Conductor|;|Theodora S'est Assoupie|;|Orchestra: The Ensemble De La Republique Bulgare|
8160;|Anne Shelton|;|When Irish Eyes Are Smiling|;
8161;|Ken Dodd|;|Happiness|;
8162;|Robert Schumann|;|Piano Concerto In A Minor - 1st Movement|;|Soloist: Solomon Orchestra: The Philharmonia And New Philharmonia Orchestra|
8163;|Juliet Prowse|;|If My Friends Could See Me Now|;
8164;|Tommy Steele|;|She's Too Far Above Me|;
8165;|Michael Crawford|;|There Is A Sucker Born Ev'ry Minute (barnum)|;
8166;|Johann Strauss Ii/korngold|;|Blue Danube Waltz|;|Soloist: Sari Barabas, Diane Todd Orchestra: The Ensemble Of The Great Waltz Company|
8167;|Perry Como|;|For The Good Times|;
8168;|Frank Chacksfield His Orchestra|;|Love Is Like A Violin|;
8169;|Nat King Cole|;|I Wish You Love|;
8170;|Ruggero Leoncavallo|;|Pagliacci|;|Soloist: Beniamino Gigli Orchestra: The Orchestra Of La Scala Milan|
8171;|Peggy Lee|;|The Folks Who Live On The Hill|;
8172;|Gerry The Pacemakers|;|How Do You Do It?|;
8173;|Frank Sinatra|;|Our Love Is Here To Stay|;
8174;|Beniamino Gigli|;|O Sole Mio|;
8175;|Nana Mouskouri|;|Only Love|;
8176;|Frederick Delius|;|Song Of Summer|;|Orchestra: The Philharmonia And New Philharmonia Orchestra|
8177;|Hugh Paddick|;|Round The Horne|;|Artist: Kenneth Horne, Kenneth Williams|
8178;|Federico Garcia Lorca|;|Little Wooden Sword (balada De La Placeta)|;|Soloist: Pauline Letts, Trader Faulkner|
8179;|J.j. Cale|;|Don't Cry Sister|;
8180;|Mabel Mercer|;|Jenny Rebecca|;
8181;|Cavan O'connor|;|I'll Take You Home Again Kathleen|;
8182;|Ella Fitzgerald|;|With A Song In My Heart|;
8183;|Penguin Cafe|;|Bean Fields|;
8184;|Keith Jarrett|;|The Koln Concert - Opening|;
8185;|Gerard Calvi|;|Le Prisonnier De La Tour|;|Choir: Les Compagnons De La Chanson|
8186;|Antonin Dvorak|;|String Quartet No. 12 In F Major 'american' - 2nd Movement|;|Orchestra: The Delme String Quartet|
8187;|The Carnaval De Vera Cruz|;|El Zapateado ( Harp Music )|;
8188;|Paul Winter Consort|;|The Lullaby For The Baby Sea Pups|;
8189;|Johannes Brahms|;|String Quartet No. 1 In C Minor|;|Orchestra: The Melos Quartet|
8190;|Stanley Baldwin|;|The English Character (speech)|;
8191;|The Band Of The Royal Engineers|;|The Regimental March Of The Royal Engineers|;
8192;|Frank Chacksfield His Orchestra|;|Theme From Limelight|;
8193;|The Treorchy Male Voice Choir|;|Guide Me O Thou Great Jehovah|;
8194;|Eleanor Drew|;|Look At Me|;|Artist: John Warner|
8195;|Wilson Pickett|;|In The Midnight Hour|;
8196;|Giuseppe Verdi|;|E Il Sol Dell'anima (from Rigoletto)|;|Soloist: Luciano Pavarotti, Joan Sutherland|
8197;|George Benjamin|;|Antara|;
8198;|Andrew Litton|;|Bidin' My Time|;|Orchestra: The Royal Philharmonic Orchestra|
8199;|The Band Of Her Majesty's Royal Marines|;|Trafalgar|;
8200;|Gilbert Sullivan|;|Dance A Cachucha, Fandango, Bolero (from The Gondoliers)|;|Artist: The D'oyly Carte Opera|
8201;|Giuseppe Verdi|;|Parigi, O Cara (from La Traviata)|;|Soloist: Renata Tebaldi, Gianni Poggi Orchestra: The Orchestra Of St. Cecilia, Rome|
8202;|Sergei Sergeyevich Prokofiev|;|The Fight (act 1) (from Romeo And Juliet)|;|Orchestra: Boston Symphony Orchestra|
8203;|Johannes Brahms|;|Academic Festival Overture (finale)|;|Choir: Chicago Symphony Chorus|
8204;|Nana Mouskouri|;|The White Rose Of Athens|;
8205;|Leslie Caron|;|The Night They Invented Champagne (from Gigi)|;|Artist: Hermione Gingold, Louis Jordan|
8206;|Sir Edward Elgar|;|Enigma Variations - Theme|;|Orchestra: London Symphony Orchestra|
8207;|William Faulkner|;|Acceptance Speech For Nobel Prize For Literature 1950|;
8208;|Buffy Sainte-marie|;|Universal Soldier|;
8209;|Elvis Presley|;|Blue Moon Of Kentucky|;
8210;|Carlos Mejia Godoy|;|No Pasaran|;
8211;|Ella Fitzgerald|;|'s Wonderful (from Funny Face)|;
8212;|Robert Schumann|;|Kreisleriana|;|Soloist: Vladimir Horowitz|
8213;|Josquin Des Prez|;|Missa Pange Lingua|;|Orchestra: The Tallis Scholars|
8214;|Mahalia Jackson|;|Come Sunday|;|Artist: Duke Ellington Orchestra|
8215;|Richard Strauss|;|Der Rosenkavalier Act 2 (finale)|;|Soloist: Richard Mayr Orchestra: Vienna Philharmonia Orchestra|
8216;|Tommy Dorsey His Orchestra|;|The Lady Is A Tramp|;
8217;|Modest Petrovich Mussorgsky|;|Boris Godunov Act 2|;|Soloist: Olivera Miljakovic, Nicolai Ghiaurov Orchestra: The Vienna Philharmonic Orchestra|
8218;|Franz Schubert|;|German Dance|;|Soloist: Alfred Brendel|
8219;|Wolfgang Amadeus Mozart|;|Don Giovanni - The Quintet|;|Orchestra: Berlin Philharmonic Orchestra|
8220;|Artie Shaw And His Orchestra|;|Begin The Beguine|;
8221;|Fats Waller|;|I Can't Give You Anything But Love|;|Artist: Una Mae Carlisle|
8222;|Hoagy Carmichael|;|Stardust|;
8223;|Danny Kaye, Louis Armstrong|;|When The Saints Go Marching In|;
8224;|John F. Kennedy|;|Inaugural Address (speech, 20 January 1961)|;
8225;|Sergey Vasilievich Rachmaninov|;|Symphony No. 1 In D Minor|;|Orchestra: Philadelphia Orchestra Conductor: Eugene Ormandy|
8226;|Hawaii Calls Orchestra Chorus|;|Hawaiian Wedding Song|;
8227;|William Shakespeare|;|John Of Gaunt's Speech (from Richard Ii)|;|Artist: John Gielgud|
8228;|Al Jolson|;|You Made Me Love You|;
8229;|Roy Orbison|;|It's Over|;
8230;|Jimmy Reed|;|Too Much|;
8231;|Misty In Roots|;|Man Kind|;
8232;|The Fall|;|Eat Y'self Fitter|;
8233;|The Four Brothers|;|Pasi Pano Pane Zviedzo|;
8234;|Peter Dawson|;|If These Lips Could Only Speak|;
8235;|Peggy Seeger|;|Daddy, What Did You Do In The Strike?|;|Artist: Ewan Mccoll|
8236;|Frankie Laine|;|I'm Gonna Live Till I Die|;
8237;|Barbra Streisand|;|If I Loved You|;
8238;|Raff|;|La Fileuse|;|Soloist: Yvonne Arnaud Orchestra: String Orchestra Conductor: Sir John Barbirolli|
8239;|Cesar Franck|;|Symphony In D Minor - 3rd Movement|;|Orchestra: Berlin Philharmonic Orchestra Conductor: Carlo Mari Giulini|
8240;|Yvonne Printemps|;|Je T'aime|;
8241;|Franz Liszt|;|Piano Concerto No. 1 In E Flat Major|;|Soloist: Lazar Berman Orchestra: Vienna Symphony Orchestra Conductor: Carlo Maria Giulini|
8242;|John Kander|;|New York, New York|;|Orchestra: Boston Pops Orchestra Conductor: John Williams|
8243;|Franz Liszt|;|Consolation No. 3 In D Flat Major|;|Soloist: Jorge Bolet|
8244;|Franz Liszt|;|Piano Concerto No 1 In E Flat / Hungarian Fantasy|;|Soloist: Jorge Bolet Orchestra: Los Angeles Philharmonic Orchestra Conductor: Morris Stoloff|
8245;|Judy Garland The Gordon Jenkins Orchestra|;|The Worst Kind Of Man|;
8246;|Carol Channing|;|Hello Dolly|;
8247;|Noel Coward|;|Don't Make Fun Of The Fair|;
8248;|Dory Previn|;|Yada Yada La Scala|;
8249;|Ludwig Van Beethoven|;|7 Variations On God Save The King|;|Soloist: Alfred Brendel|
8250;|Joe Heaney|;|An Buinnean Bui|;
8251;|David Hammond|;|My Aunt Jane|;
8252;|The Choir Of Magdalen College, Oxford|;|O Lord Give Thy Holy Spirit|;
8253;|Jackie Macgowran|;|Malone Dies|;
8254;|Veronica Mcswiney|;|Nocturne No 1 In E Flat Major|;
8255;|John Mccormack|;|Believe Me If All Those Endearing Young Charms|;
8256;|Julio Iglesias|;|Amapola|;
8257;|Fred Astaire|;|Pick Yourself Up|;
8258;|Antonio Vivaldi|;|Concerto For Mandolin And Organ In C Major|;|Soloist: Takashi Ochi Orchestra: Paul Kuentz Chamber Orchestra|
8259;|Percy Grainger|;|The Man I Love|;
8260;|Queen|;|A Kind Of Magic|;
8261;|Barbara Cook|;|Sing A Song With Me|;
8262;|Roberta Flack|;|When You Smile|;
8263;|Giuseppe Verdi|;|O Tu Che In Seno (from La Forza Del Destino)|;|Soloist: Giovanni Martinelli|
8264;|Dervishes|;|Ceremony Of Mevelvi Whirling Dervishes|;
8265;|Ludwig Van Beethoven|;|String Quartet No.14 In C Sharp Minor, Op. 131 - 7th Movement|;|Orchestra: Lindsay String Quartet|
8266;|Franz Schubert|;|Die Nebensonnen (from Winterreise)|;|Soloist: Dietrich Fischer-dieskau|
8267;|Joseph Haydn|;|Love Duet (from The Creation)|;|Soloist: Gundula Janowlitz Fischer-dieskau|
8268;|Duke Ellington And The Blanton-webster Band|;|Just A-settin' And A-rockin'|;
8269;|Ella Fitzgerald|;|Lorelei|;
8270;|Alex Glasgow John Woodvine|;|When It's Ours|;
8271;|Thelonious Monk|;|Misterioso|;
8272;|Frank Ricotti|;|Cryin' All Day|;
8273;|Art Tatum|;|Just One Of Those Things|;
8274;|George Gershwin|;|Someone To Watch Over Me (from Oh, Kay!)|;
8275;|Bix Beiderbecke And His Gang|;|Goose Pimples|;
8276;|Firehouse Five Plus Two|;|When The Saints Go Marching In|;
8277;|Benny Goodman|;|The World Is Waiting For The Sunrise|;
8278;|Sergey Vasilievich Rachmaninov|;|Concerto No 4|;|Soloist: Arturo Beneditti Michelangeli Orchestra: Philharmonia Orchestra|
8279;|Sir William Walton|;|Symphony No. 1 In B Flat Minor - 1st Movement|;|Orchestra: London Symphony Orchestra Conductor: Andre Previn|
8280;|Sergey Vasilievich Rachmaninov|;|Tarantella|;|Soloist: Brenda Lucas John Ogdon|
8281;|Victor Young His Orchestra|;|The Call Of The Faraway Hills|;
8282;|Mily Alexeyevich Balakirev|;|Tamar|;|Orchestra: Orchestre De La Suisse Romande Conductor: Ernest Ansermet|
8283;|Franz Liszt|;|Symphonic Poem 'orpheus'|;|Orchestra: Royal Philharmonic Orchestra Conductor: Thomas Beecham|
8284;|Flanders And Swann|;|Ill Wind|;
8285;|Giacomo Puccini|;|Senza Mamma (from Suor Angelica)|;|Soloist: Renata Scotto Orchestra: New Philharmonic Orchestra Conductor: Lorin Maazel|
8286;|Muddy Waters|;|Feel Like Going Home|;
8287;|Stevie Wonder|;|I Was Made To Love Her|;
8288;|Ray Charles|;|Hard Times|;
8289;|Freddie King|;|I Love The Woman|;
8290;|Prince|;|Purple Rain|;
8291;|Franz Schubert|;|Ganymed, D544|;|Soloist: Dietrich Fischer-dieskau / Gerald Moore|
8292;|St Michaels Singers Halle Orchestra|;|The Rio Grande|;
8293;|Choir Of St. John's College, Cambridge|;|The Wilderness|;
8294;|Peter Dawson|;|Up From Somerset|;
8295;|Elisabeth Welch|;|As Time Goes By|;
8296;|Barbara Windsor|;|You Don't Know What It's Like To Fall In Love At 40|;
8297;|Cleo Laine|;|Woman Talk|;
8298;|Millicent Martin|;|Side By Side By Side|;
8299;|Patricia Hodge|;|Why Do People Fall In Love?|;
8300;|Marion Montgomery|;|Not Funny|;
8301;|Eagles|;|Best Of My Love|;
8302;|Tony Jacklin|;|Both Sides Now|;
8303;|Bruce Springsteen|;|Drive All Night|;
8304;|Stevie Nicks|;|Leather And Lace|;
8305;|Choir Of The Carmelite Priory, London|;|Nunc Dimittis|;
8306;|Martin Shaw|;|Hills Of The North Rejoice|;|Choir: The Canterbury Cathedral Choir|
8307;|Humpback Whales|;|Humpback Whale Music|;
8308;|Wolfgang Amadeus Mozart|;|Piano Concerto No. 6 In B Flat Major - 2nd Movement|;|Soloist: Vladimir Ashkenazy Orchestra: The Philharmonia And New Philharmonia Orchestra|
8309;|Peter Sellers|;|Goodness Gracious Me|;|Artist: Sophia Loren|
8310;|Culture Club|;|Do You Really Want To Hurt Me?|;
8311;|Roy Orbison|;|She's A Mystery To Me|;
8312;|Cole Porter|;|Night And Day|;|Artist: Fred Astaire|
8313;|Johann Strauss Ii|;|Die Fledermaus Overture|;|Orchestra: Vienna Philharmonia Orchestra|
8314;|Wolfgang Amadeus Mozart|;|Horn Concerto No. 3 In E Flat Major - 3rd Movement|;|Soloist: Dennis Brain Orchestra: The Philharmonia And New Philharmonia Orchestra|
8315;|Wolfgang Amadeus Mozart|;|Piano Concerto No. 19 In F Major - 3rd Movement|;|Soloist: Yehudi Menuhin Orchestra: The Bath Festival Orchestra|
8316;|P.g. Wodehouse|;|The Clicking Of Cuthbert|;|Artist: Timothy Carlton|
8317;|Johannes Brahms|;|Waltz In G|;|Soloist: Benjamin Moore|
8318;|Prince|;|Kiss|;
8319;|Ry Cooder|;|13 Question Method|;
8320;|Rickie Lee Jones|;|Company|;
8321;|Bootsy Collins|;|I'd Rather Be With You|;
8322;|Robert Wyatt|;|Shipbuilding|;
8323;|Funkadelic|;|One Nation Under A Groove|;
8324;|Morriston Orpheus Choir|;|We'll Keep A Welcome|;
8325;|Dunajewsky|;|Soviet Airman's Song|;|Orchestra: The Foden's Motor Works Band|
8326;|Camille Saint-saens|;|Printemps Qui Commence (from Samson And Delilah)|;|Soloist: Maria Callas|
8327;|Giuseppe Verdi|;|Un Ballo In Maschera Act 1|;|Orchestra: The National Philharmonic Orchestra|
8328;|Joseph Haydn|;|Symphony No 92 In G Major 'oxford' - 3rd Movement|;|Orchestra: The Concertgebouw Orchestra|
8329;|Ron Goodwin|;|Theme From Limelight|;
8330;|Slim Whitman|;|Rose Marie|;
8331;|Jackie Wilson|;|Danny Boy|;
8332;|Galton Simpson|;|Test Pilot Sketch (from Hancock's Half Hour)|;|Artist: Kenneth Williams|
8333;|Buddy Holly|;|Heart Beat|;
8334;|George Gershwin|;|Love Walked In (from Goldwyn Follies)|;|Artist: Andrea Leeds|
8335;|Jimmie Grier His Orchestra|;|Object Of My Affection|;|Artist: Pinky Tomlin|
8336;|Giuseppe Verdi|;|Falstaff Act 2|;|Soloist: Sir Geraint Evans, Ilva Ligabue Orchestra: The Rca Italiana Opera|
8337;|Igor Stravinsky|;|The Rake's Progress Act 1|;|Choir: The London Sinfonietta Chorus|
8338;|Douglas Byng|;|I'm A Tree|;
8339;|Franz Schubert|;|Piano Sonata No. 20 In A Major, D959 - 4th Movement|;|Soloist: Alfred Brendel|
8340;|Joseph Haydn|;|String Quartet In F Minor - 2nd Movement|;|Orchestra: The Tatrai String Quartet|
8341;|Wolfgang Amadeus Mozart|;|Lo Sdegno Calmate (from The Marriage Of Figaro)|;|Soloist: Hilde Gueden, Alfred Poell Et Al Orchestra: Vienna Philharmonic Orchestra Conductor: Carlos Kleiber|
8342;|W.h. Auden|;|Musee Des Beaux Arts|;
8344;|Igor Stravinsky|;|Oedipus Rex Act 2|;|Soloist: Ernst Hafliger Choir: Societe Chorale Du Brassus Orchestra: Orchestre De La Suisse Romande Conductor: Ernest Ansermet|
8345;|Greek Vocalists And Instrumentalists|;|What More Can I Do With My Life?|;
8346;|Richard Wagner|;|Eilig Zur Warte! (from Tristan Und Isolde)|;|Soloist: Ludwig Suthaus, Dietrich Fischer-dieskau Orchestra: Philharmonia Orchestra Conductor: Wilhelm Furtwangler|
8347;|The Ink Spots|;|Bless You For Being An Angel|;
8348;|Peter Cook Dudley Moore|;|Art Gallery Sketch|;
8349;|Dylan Thomas|;|Prologue To Under Milk Wood|;
8350;|Richard Wagner|;|Die Walkure Act 1 Prelude|;|Orchestra: Vienna Philharmonia Orchestra|
8351;|Mabel Mercer|;|Young And Foolish|;
8352;|Gary "u.s." Bonds|;|Jole Blon|;
8353;|Teresa Stratas|;|One Life To Live|;
8354;|Arnold Schoenberg|;|Transfigured Night|;|Orchestra: The La Salle Quartet|
8355;|Richard Rodgers Oscar Hammerstein Ii|;|Younger Than Springtime|;|Soloist: Mandy Patinkin|
8356;|Richard Wagner|;|Entrance Of The Gods Into Valhalla (from Das Rheingold)|;|Soloist: Set Svanholm, George London Orchestra: Vienna Philharmonia Orchestra|
8357;|Richard Wagner|;|Forging Song (from Siegfried)|;|Soloist: Wolfgang Windgassen Orchestra: Vienna Philharmonia Orchestra|
8358;|Richard Wagner|;|The Renunciation Of Siegfried (from Gotterdammerung)|;|Orchestra: Vienna Philharmonia Orchestra Soloist: Wolfgang Windgassen, Birgit Nilsonn|
8359;|Joseph Haydn|;|Recitative|;|Orchestra: Vienna Philharmonia Orchestra|
8360;|Benjamin Britten|;|Villes (from Les Illuminations)|;|Soloist: Peter Pears Orchestra: The English Chamber Orchestra|
8361;|English Chamber Orchestra|;|Banks Of Green Willow|;
8362;|Richard Wagner|;|Fliedermonolog (from Die Meistersinger Von Nurnberg)|;|Soloist: Norman Bailey Orchestra: Vienna Philharmonia Orchestra|
8363;|Billie Holiday|;|I'll Be Seeing You|;
8364;|Enrico Cannio|;|O Surdato 'nnammurato|;|Soloist: Luciano Pavarotti|
8365;|Frederic Chopin|;|Nocturne|;|Soloist: Artur Rubinstein|
8366;|Marlene Dietrich|;|Blowin' In The Wind|;
8367;|The Pips|;|If I Were Your Woman|;
8368;|Marc Bolan|;|Life's A Gas|;
8369;|Ella Fitzgerald|;|When A Woman Loves A Man|;
8370;|Shirley Brown|;|Woman To Woman|;
8371;|Tom Robinson|;|War Baby|;
8372;|Ralph Vaughan Williams|;|Monk's Gate (hymn Tune 'he Who Would Valiant Be')|;|Choir: The Worcester Cathedral Choir|
8373;|Felix Mendelssohn|;|Lord God Of Abraham (from Elijah)|;|Soloist: Paul Robeson|
8374;|Joan Baez|;|Joe Hill|;
8375;|Mahalia Jackson|;|We Shall Overcome|;
8376;|Roy Bailey|;|The World Turned Upside Down|;
8377;|Stephen Benn|;|Madrigal|;
8378;|Sir Edward Elgar|;|Sea Pictures - Sea Slumber-song|;|Artist: New Philharmonic Orchestra|
8379;|The Revellers|;|Dinah|;
8380;|Regimental Band And The Massed Pipes Of The Scots Guards|;|Hielan' Laddie|;
8381;|Giacomo Puccini|;|Love Duet (from La Boheme)|;|Soloist: Luciano Pavarotti/mirella Freni|
8382;|Ralph Vaughan Williams|;|Symphony No. 1 'sea Symphony'|;|Orchestra: The Lso Chorus Conductor: Andre Previn|
8383;|Felix Mendelssohn/cummings|;|Hark! The Herald Angels Sing|;|Choir: The Geoffrey Mitchell Choir Conductor: Edward Heath|
8384;|John Lennon Yoko Ono|;|Nobody Told Me|;
8385;|Maclauchlin|;|The Dark Island|;|Orchestra: The 1st Battalion Scots Guard|
8386;|Antonio Vivaldi|;|Concerto For Two Mandolins|;|Soloist: Alessandro Pitrelli, Bonifacio Bianchi, Antonia Vivaldi|
8387;|Nicola Piovani|;|La Bottega Dei Miracoli|;
8388;|The Bach Choir|;|Stille Nacht|;
8389;|The Bonzo Dog Band|;|Shirt|;
8390;|Frank Sinatra Count Basie|;|I've Got You Under My Skin|;
8391;|Four Tops|;|If I Were A Carpenter|;
